date,dma_name,state,product_category,size,promo_flag,orders,line_items,total_quantity,gross_revenue,total_discount,total_cost,avg_unit_price
2024-01-14,"Columbus, GA",GA,Girls Tops,L (12-14),1,2,2,2,12,30,16.09,21.0
2024-01-14,"Macon, GA",GA,Girls Bottoms,L (12-14),0,1,1,2,60,0,22.88,30.0
2024-01-14,"Macon, GA",GA,Girls Bottoms,M (8-10),0,1,1,2,54,0,21.98,27.0
2024-01-14,"Macon, GA",GA,Girls Bottoms,XS (4-5),0,1,1,2,50,0,20.06,25.0
2024-01-14,"Macon, GA",GA,Girls Dresses,L (12-14),1,1,1,1,16,20,16.32,36.0
2024-01-14,"Macon, GA",GA,Girls Dresses,M (8-10),0,1,1,1,36,0,16.52,36.0
2024-01-14,"Macon, GA",GA,Girls Dresses,S (6-7),0,1,1,1,37,0,16.83,37.0
2024-01-14,"Macon, GA",GA,Girls Tops,S (6-7),1,1,1,1,0,20,10.87,20.0
2024-01-14,"Savannah, GA",GA,Girls Bottoms,L (12-14),1,1,1,2,28,30,22.6,29.0
2024-01-14,"Savannah, GA",GA,Girls Dresses,L (12-14),1,1,1,1,24,10,13.27,34.0
2024-01-14,"Savannah, GA",GA,Girls Tops,L (12-14),0,1,1,1,26,0,12.87,26.0
2024-01-14,"Savannah, GA",GA,Girls Tops,M (8-10),1,1,1,2,-2,40,14.36,19.0
2024-01-14,"Savannah, GA",GA,Girls Tops,S (6-7),0,1,1,1,19,0,9.06,19.0
2024-01-15,"Atlanta, GA",GA,Girls Dresses,L (12-14),0,2,2,4,140,0,63.08,35.0
2024-01-15,"Atlanta, GA",GA,Girls Dresses,S (6-7),0,2,2,2,70,0,31.37,35.0
2024-01-15,"Atlanta, GA",GA,Girls Dresses,XS (4-5),0,1,1,2,74,0,30.02,37.0
2024-01-15,"Atlanta, GA",GA,Girls Tops,S (6-7),0,1,1,1,22,0,11.58,22.0
2024-01-15,"Augusta, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,26,0,11.64,26.0
2024-01-15,"Augusta, GA",GA,Girls Dresses,S (6-7),0,1,1,1,34,0,12.07,34.0
2024-01-15,"Augusta, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,21,10,14.0,31.0
2024-01-15,"Augusta, GA",GA,Girls Tops,L (12-14),0,1,1,1,22,0,8.49,22.0
2024-01-15,"Augusta, GA",GA,Girls Tops,XS (4-5),1,1,1,3,39,30,33.81,23.0
2024-01-15,"Columbus, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,17,10,10.69,27.0
2024-01-15,"Columbus, GA",GA,Girls Dresses,L (12-14),1,1,1,3,66,30,50.42999999999999,32.0
2024-01-15,"Columbus, GA",GA,Girls Dresses,S (6-7),0,1,1,1,38,0,20.21,38.0
2024-01-15,"Columbus, GA",GA,Girls Tops,L (12-14),0,2,2,2,50,0,19.259999999999998,25.0
2024-01-15,"Columbus, GA",GA,Girls Tops,L (12-14),1,1,1,1,9,10,6.89,19.0
2024-01-15,"Columbus, GA",GA,Girls Tops,M (8-10),1,1,1,1,3,20,10.38,23.0
2024-01-15,"Columbus, GA",GA,Girls Tops,XS (4-5),0,1,1,2,54,0,25.9,27.0
2024-01-15,"Macon, GA",GA,Girls Bottoms,M (8-10),0,1,1,2,58,0,22.26,29.0
2024-01-15,"Macon, GA",GA,Girls Dresses,L (12-14),0,1,1,2,76,0,29.88,38.0
2024-01-15,"Savannah, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,25,0,12.12,25.0
2024-01-15,"Savannah, GA",GA,Girls Dresses,L (12-14),1,1,1,1,21,15,17.68,36.0
2024-01-15,"Savannah, GA",GA,Girls Tops,M (8-10),0,2,2,2,42,0,19.66,21.0
2024-01-15,"Savannah, GA",GA,Girls Tops,M (8-10),1,1,1,1,3,20,9.83,23.0
2024-01-16,"Atlanta, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,31,0,15.26,31.0
2024-01-16,"Atlanta, GA",GA,Girls Bottoms,L (12-14),1,1,1,3,60,30,35.97,30.0
2024-01-16,"Atlanta, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,31,0,15.77,31.0
2024-01-16,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,30,0,14.39,30.0
2024-01-16,"Atlanta, GA",GA,Girls Tops,M (8-10),0,1,1,1,21,0,9.65,21.0
2024-01-16,"Augusta, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,17,10,14.37,27.0
2024-01-16,"Augusta, GA",GA,Girls Bottoms,M (8-10),1,2,2,2,22,35,26.33,28.5
2024-01-16,"Augusta, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,31,0,13.92,31.0
2024-01-16,"Augusta, GA",GA,Girls Dresses,M (8-10),0,1,1,1,32,0,17.26,32.0
2024-01-16,"Augusta, GA",GA,Girls Dresses,M (8-10),1,1,1,1,24,15,16.94,39.0
2024-01-16,"Augusta, GA",GA,Girls Dresses,S (6-7),1,1,1,2,48,30,29.38,39.0
2024-01-16,"Augusta, GA",GA,Girls Tops,M (8-10),1,2,2,3,20,55,36.4,24.0
2024-01-16,"Augusta, GA",GA,Girls Tops,S (6-7),0,1,1,1,20,0,7.36,20.0
2024-01-16,"Augusta, GA",GA,Girls Tops,S (6-7),1,1,1,1,5,20,13.47,25.0
2024-01-16,"Columbus, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,24,0,9.15,24.0
2024-01-16,"Columbus, GA",GA,Girls Tops,L (12-14),0,1,1,1,22,0,11.77,22.0
2024-01-16,"Columbus, GA",GA,Girls Tops,S (6-7),0,1,1,3,57,0,29.759999999999998,19.0
2024-01-16,"Macon, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,10,20,16.43,30.0
2024-01-16,"Macon, GA",GA,Girls Dresses,L (12-14),0,1,1,1,31,0,13.48,31.0
2024-01-16,"Macon, GA",GA,Girls Dresses,L (12-14),1,1,1,1,27,10,19.23,37.0
2024-01-16,"Macon, GA",GA,Girls Dresses,S (6-7),1,1,1,3,57,60,42.75,39.0
2024-01-16,"Macon, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,18,20,18.01,38.0
2024-01-16,"Macon, GA",GA,Girls Tops,XS (4-5),0,1,1,1,22,0,10.51,22.0
2024-01-16,"Macon, GA",GA,Girls Tops,XS (4-5),1,1,1,1,9,15,9.57,24.0
2024-01-16,"Savannah, GA",GA,Girls Dresses,L (12-14),1,1,1,2,34,40,32.06,37.0
2024-01-16,"Savannah, GA",GA,Girls Tops,L (12-14),1,1,1,1,14,10,10.43,24.0
2024-01-17,"Atlanta, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,28,0,12.23,28.0
2024-01-17,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,3,36,45,44.01,27.0
2024-01-17,"Augusta, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,18,10,9.8,28.0
2024-01-17,"Augusta, GA",GA,Girls Dresses,M (8-10),0,2,2,6,213,0,97.56,35.5
2024-01-17,"Augusta, GA",GA,Girls Tops,L (12-14),0,1,1,1,25,0,10.22,25.0
2024-01-17,"Augusta, GA",GA,Girls Tops,M (8-10),1,1,1,1,14,10,8.48,24.0
2024-01-17,"Augusta, GA",GA,Girls Tops,S (6-7),1,1,1,1,15,10,11.17,25.0
2024-01-17,"Columbus, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,27,0,9.54,27.0
2024-01-17,"Columbus, GA",GA,Girls Bottoms,L (12-14),1,1,1,2,18,40,24.08,29.0
2024-01-17,"Columbus, GA",GA,Girls Bottoms,M (8-10),0,1,1,2,54,0,26.38,27.0
2024-01-17,"Columbus, GA",GA,Girls Bottoms,XS (4-5),0,1,1,2,56,0,29.88,28.0
2024-01-17,"Columbus, GA",GA,Girls Dresses,L (12-14),0,2,2,3,96,0,37.980000000000004,32.5
2024-01-17,"Columbus, GA",GA,Girls Dresses,L (12-14),1,1,1,1,26,10,18.54,36.0
2024-01-17,"Columbus, GA",GA,Girls Dresses,XS (4-5),0,1,1,2,76,0,39.82,38.0
2024-01-17,"Columbus, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,17,20,18.9,37.0
2024-01-17,"Columbus, GA",GA,Girls Tops,M (8-10),0,2,2,4,98,0,50.239999999999995,24.0
2024-01-17,"Columbus, GA",GA,Girls Tops,S (6-7),1,1,1,1,12,15,10.68,27.0
2024-01-17,"Columbus, GA",GA,Girls Tops,XS (4-5),0,1,1,1,24,0,9.44,24.0
2024-01-17,"Macon, GA",GA,Girls Dresses,L (12-14),0,1,1,2,70,0,38.5,35.0
2024-01-17,"Macon, GA",GA,Girls Dresses,M (8-10),0,1,1,1,36,0,18.54,36.0
2024-01-17,"Macon, GA",GA,Girls Tops,XS (4-5),0,1,1,1,20,0,7.3,20.0
2024-01-17,"Savannah, GA",GA,Girls Dresses,M (8-10),1,1,1,1,12,20,14.45,32.0
2024-01-17,"Savannah, GA",GA,Girls Tops,L (12-14),1,1,1,1,15,10,10.06,25.0
2024-01-18,"Atlanta, GA",GA,Girls Bottoms,S (6-7),0,1,1,2,54,0,23.22,27.0
2024-01-18,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,16,10,11.5,26.0
2024-01-18,"Atlanta, GA",GA,Girls Dresses,S (6-7),1,1,1,1,15,20,13.2,35.0
2024-01-18,"Atlanta, GA",GA,Girls Tops,XS (4-5),1,1,1,1,15,10,13.43,25.0
2024-01-18,"Augusta, GA",GA,Girls Bottoms,M (8-10),0,2,2,2,52,0,22.990000000000002,26.0
2024-01-18,"Augusta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,9,15,11.2,24.0
2024-01-18,"Augusta, GA",GA,Girls Dresses,L (12-14),0,1,1,1,37,0,19.53,37.0
2024-01-18,"Augusta, GA",GA,Girls Dresses,M (8-10),1,1,1,1,16,15,16.12,31.0
2024-01-18,"Augusta, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,33,0,16.44,33.0
2024-01-18,"Augusta, GA",GA,Girls Tops,S (6-7),1,1,1,1,10,10,9.42,20.0
2024-01-18,"Columbus, GA",GA,Girls Bottoms,L (12-14),0,2,2,4,111,0,47.2,27.5
2024-01-18,"Columbus, GA",GA,Girls Bottoms,XS (4-5),0,1,1,2,50,0,21.28,25.0
2024-01-18,"Columbus, GA",GA,Girls Dresses,L (12-14),1,1,1,1,20,15,18.49,35.0
2024-01-18,"Columbus, GA",GA,Girls Dresses,M (8-10),0,1,1,2,68,0,29.98,34.0
2024-01-18,"Columbus, GA",GA,Girls Dresses,S (6-7),0,1,1,1,39,0,20.81,39.0
2024-01-18,"Columbus, GA",GA,Girls Dresses,S (6-7),1,1,1,1,14,20,13.46,34.0
2024-01-18,"Columbus, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,37,0,15.34,37.0
2024-01-18,"Columbus, GA",GA,Girls Tops,M (8-10),0,1,1,1,21,0,7.93,21.0
2024-01-18,"Columbus, GA",GA,Girls Tops,S (6-7),1,1,1,1,7,15,7.78,22.0
2024-01-18,"Columbus, GA",GA,Girls Tops,XS (4-5),1,2,2,2,13,30,17.92,21.5
2024-01-18,"Macon, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,19,10,12.57,29.0
2024-01-18,"Macon, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,25,0,9.95,25.0
2024-01-18,"Macon, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,26,0,12.24,26.0
2024-01-18,"Macon, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,6,20,13.18,26.0
2024-01-18,"Macon, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,37,0,17.49,37.0
2024-01-18,"Macon, GA",GA,Girls Tops,S (6-7),0,1,1,1,27,0,12.05,27.0
2024-01-19,"Atlanta, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,25,0,12.49,25.0
2024-01-19,"Atlanta, GA",GA,Girls Dresses,L (12-14),1,1,1,1,11,20,11.13,31.0
2024-01-19,"Atlanta, GA",GA,Girls Dresses,S (6-7),0,1,1,1,37,0,16.47,37.0
2024-01-19,"Atlanta, GA",GA,Girls Tops,M (8-10),0,1,1,1,21,0,10.31,21.0
2024-01-19,"Atlanta, GA",GA,Girls Tops,S (6-7),1,1,1,3,-3,60,23.43,19.0
2024-01-19,"Augusta, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,25,0,10.09,25.0
2024-01-19,"Augusta, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,8,20,11.92,28.0
2024-01-19,"Augusta, GA",GA,Girls Dresses,L (12-14),1,1,1,2,38,30,24.98,34.0
2024-01-19,"Augusta, GA",GA,Girls Dresses,XS (4-5),1,1,2,2,38,35,33.55,36.5
2024-01-19,"Augusta, GA",GA,Girls Tops,S (6-7),1,1,1,1,7,20,9.98,27.0
2024-01-19,"Columbus, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,27,0,10.08,27.0
2024-01-19,"Columbus, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,29,0,12.83,29.0
2024-01-19,"Columbus, GA",GA,Girls Tops,L (12-14),1,1,1,1,4,15,6.79,19.0
2024-01-19,"Columbus, GA",GA,Girls Tops,M (8-10),0,2,2,2,48,0,24.28,24.0
2024-01-19,"Columbus, GA",GA,Girls Tops,S (6-7),0,1,1,2,54,0,24.7,27.0
2024-01-19,"Macon, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,10,15,12.89,25.0
2024-01-19,"Macon, GA",GA,Girls Dresses,M (8-10),1,1,1,1,19,20,18.68,39.0
2024-01-19,"Macon, GA",GA,Girls Dresses,XS (4-5),0,2,2,2,69,0,32.730000000000004,34.5
2024-01-19,"Macon, GA",GA,Girls Tops,L (12-14),1,1,1,1,2,20,10.68,22.0
2024-01-19,"Macon, GA",GA,Girls Tops,XS (4-5),0,1,1,1,19,0,9.44,19.0
2024-01-19,"Savannah, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,6,20,12.32,26.0
2024-01-19,"Savannah, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,25,10,16.82,35.0
2024-01-20,"Atlanta, GA",GA,Girls Bottoms,M (8-10),0,2,2,2,58,0,23.72,29.0
2024-01-20,"Atlanta, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,17,10,11.47,27.0
2024-01-20,"Atlanta, GA",GA,Girls Tops,S (6-7),0,1,1,1,20,0,8.85,20.0
2024-01-20,"Augusta, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,29,0,15.69,29.0
2024-01-20,"Augusta, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,29,0,15.9,29.0
2024-01-20,"Augusta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,11,20,13.35,31.0
2024-01-20,"Augusta, GA",GA,Girls Dresses,S (6-7),0,1,1,1,31,0,12.8,31.0
2024-01-20,"Augusta, GA",GA,Girls Dresses,S (6-7),1,1,1,2,58,20,37.16,39.0
2024-01-20,"Augusta, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,26,10,17.38,36.0
2024-01-20,"Augusta, GA",GA,Girls Tops,M (8-10),1,1,1,2,24,30,23.24,27.0
2024-01-20,"Columbus, GA",GA,Girls Bottoms,S (6-7),0,2,2,3,85,0,38.12,27.5
2024-01-20,"Columbus, GA",GA,Girls Dresses,L (12-14),0,1,1,1,36,0,15.46,36.0
2024-01-20,"Columbus, GA",GA,Girls Dresses,S (6-7),1,1,1,1,12,20,16.78,32.0
2024-01-20,"Columbus, GA",GA,Girls Dresses,XS (4-5),0,3,4,4,130,0,56.24,32.5
2024-01-20,"Columbus, GA",GA,Girls Dresses,XS (4-5),1,2,2,3,51,50,41.96,34.0
2024-01-20,"Columbus, GA",GA,Girls Tops,L (12-14),0,1,1,1,27,0,9.88,27.0
2024-01-20,"Columbus, GA",GA,Girls Tops,L (12-14),1,1,1,1,5,15,9.67,20.0
2024-01-20,"Columbus, GA",GA,Girls Tops,S (6-7),1,1,1,3,6,60,27.660000000000004,22.0
2024-01-20,"Macon, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,25,0,13.02,25.0
2024-01-20,"Macon, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,5,20,9.67,25.0
2024-01-20,"Macon, GA",GA,Girls Tops,L (12-14),1,1,1,1,17,10,11.18,27.0
2024-01-20,"Macon, GA",GA,Girls Tops,S (6-7),0,1,1,1,19,0,6.94,19.0
2024-01-20,"Macon, GA",GA,Girls Tops,XS (4-5),1,1,1,1,5,20,12.77,25.0
2024-01-20,"Savannah, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,26,0,13.34,26.0
2024-01-20,"Savannah, GA",GA,Girls Bottoms,S (6-7),1,1,1,2,16,30,19.6,23.0
2024-01-20,"Savannah, GA",GA,Girls Dresses,S (6-7),1,1,1,2,38,30,30.54,34.0
2024-01-20,"Savannah, GA",GA,Girls Tops,S (6-7),0,1,1,2,44,0,15.8,22.0
2024-01-20,"Savannah, GA",GA,Girls Tops,XS (4-5),0,1,1,3,60,0,27.03,20.0
2024-01-20,"Savannah, GA",GA,Girls Tops,XS (4-5),1,1,1,1,12,10,10.17,22.0
2024-01-21,"Atlanta, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,30,0,12.52,30.0
2024-01-21,"Atlanta, GA",GA,Girls Bottoms,S (6-7),0,2,2,3,88,0,36.91,29.0
2024-01-21,"Atlanta, GA",GA,Girls Bottoms,S (6-7),1,1,1,2,26,30,26.18,28.0
2024-01-21,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,23,0,8.27,23.0
2024-01-21,"Atlanta, GA",GA,Girls Dresses,L (12-14),0,1,1,1,39,0,17.21,39.0
2024-01-21,"Atlanta, GA",GA,Girls Tops,M (8-10),0,1,1,1,23,0,11.21,23.0
2024-01-21,"Atlanta, GA",GA,Girls Tops,S (6-7),0,1,1,1,19,0,9.77,19.0
2024-01-21,"Augusta, GA",GA,Girls Bottoms,L (12-14),0,2,2,4,121,0,53.260000000000005,30.5
2024-01-21,"Augusta, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,7,20,14.74,27.0
2024-01-21,"Augusta, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,29,0,14.89,29.0
2024-01-21,"Augusta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,3,51,30,29.369999999999997,27.0
2024-01-21,"Augusta, GA",GA,Girls Tops,L (12-14),0,1,1,1,27,0,10.41,27.0
2024-01-21,"Augusta, GA",GA,Girls Tops,XS (4-5),0,1,1,2,48,0,22.08,24.0
2024-01-21,"Columbus, GA",GA,Girls Bottoms,M (8-10),1,1,1,3,33,60,34.08,31.0
2024-01-21,"Columbus, GA",GA,Girls Dresses,L (12-14),1,1,1,1,21,10,12.91,31.0
2024-01-21,"Columbus, GA",GA,Girls Tops,M (8-10),1,2,2,2,12,30,19.95,21.0
2024-01-21,"Columbus, GA",GA,Girls Tops,S (6-7),0,1,1,1,27,0,10.24,27.0
2024-01-21,"Macon, GA",GA,Girls Bottoms,L (12-14),1,1,1,3,42,30,28.47,24.0
2024-01-21,"Macon, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,23,0,9.33,23.0
2024-01-21,"Macon, GA",GA,Girls Dresses,L (12-14),1,1,1,1,24,10,12.12,34.0
2024-01-21,"Macon, GA",GA,Girls Dresses,S (6-7),0,1,1,1,37,0,19.5,37.0
2024-01-21,"Macon, GA",GA,Girls Tops,S (6-7),1,1,1,3,30,30,23.64,20.0
2024-01-21,"Macon, GA",GA,Girls Tops,XS (4-5),1,1,1,1,1,20,8.79,21.0
2024-01-21,"Savannah, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,28,0,14.09,28.0
2024-01-21,"Savannah, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,13,10,8.83,23.0
2024-01-21,"Savannah, GA",GA,Girls Bottoms,XS (4-5),1,1,1,2,18,30,19.46,24.0
2024-01-21,"Savannah, GA",GA,Girls Dresses,S (6-7),1,1,1,1,19,15,18.29,34.0
2024-01-21,"Savannah, GA",GA,Girls Tops,L (12-14),1,1,1,1,13,10,11.17,23.0
2024-01-21,"Savannah, GA",GA,Girls Tops,M (8-10),1,1,1,1,15,10,11.04,25.0
2024-01-21,"Savannah, GA",GA,Girls Tops,XS (4-5),0,1,1,1,23,0,9.13,23.0
2024-01-22,"Atlanta, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,15,15,15.58,30.0
2024-01-22,"Atlanta, GA",GA,Girls Bottoms,M (8-10),0,1,1,2,60,0,26.2,30.0
2024-01-22,"Atlanta, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,15,10,10.56,25.0
2024-01-22,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),0,1,1,2,56,0,23.12,28.0
2024-01-22,"Atlanta, GA",GA,Girls Dresses,XS (4-5),1,2,2,2,38,30,28.86,34.0
2024-01-22,"Atlanta, GA",GA,Girls Tops,L (12-14),0,2,2,4,86,0,46.12,21.0
2024-01-22,"Atlanta, GA",GA,Girls Tops,XS (4-5),0,1,1,2,52,0,25.94,26.0
2024-01-22,"Augusta, GA",GA,Girls Dresses,L (12-14),1,1,1,1,21,15,18.12,36.0
2024-01-22,"Augusta, GA",GA,Girls Tops,L (12-14),1,1,1,1,4,15,6.9,19.0
2024-01-22,"Augusta, GA",GA,Girls Tops,M (8-10),0,1,1,2,52,0,28.0,26.0
2024-01-22,"Columbus, GA",GA,Girls Bottoms,L (12-14),1,1,1,2,24,30,22.22,27.0
2024-01-22,"Columbus, GA",GA,Girls Bottoms,XS (4-5),1,2,2,2,22,25,18.73,23.5
2024-01-22,"Columbus, GA",GA,Girls Dresses,L (12-14),0,1,1,1,34,0,16.16,34.0
2024-01-22,"Columbus, GA",GA,Girls Dresses,M (8-10),0,1,1,1,31,0,14.51,31.0
2024-01-22,"Columbus, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,32,0,15.9,32.0
2024-01-22,"Macon, GA",GA,Girls Bottoms,L (12-14),0,1,1,2,62,0,21.8,31.0
2024-01-22,"Macon, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,7,20,11.55,27.0
2024-01-22,"Macon, GA",GA,Girls Dresses,L (12-14),0,1,1,1,37,0,15.33,37.0
2024-01-22,"Macon, GA",GA,Girls Tops,L (12-14),0,1,1,1,20,0,7.24,20.0
2024-01-22,"Savannah, GA",GA,Girls Bottoms,L (12-14),1,1,1,2,12,40,19.64,26.0
2024-01-22,"Savannah, GA",GA,Girls Dresses,M (8-10),0,1,1,1,38,0,14.42,38.0
2024-01-22,"Savannah, GA",GA,Girls Dresses,S (6-7),0,1,1,1,39,0,20.11,39.0
2024-01-22,"Savannah, GA",GA,Girls Tops,L (12-14),1,1,1,1,6,20,9.52,26.0
2024-01-22,"Savannah, GA",GA,Girls Tops,M (8-10),0,1,1,1,25,0,9.48,25.0
2024-01-22,"Savannah, GA",GA,Girls Tops,M (8-10),1,1,1,3,36,30,24.18,22.0
2024-01-23,"Atlanta, GA",GA,Girls Bottoms,S (6-7),1,2,2,2,24,25,24.89,24.5
2024-01-23,"Atlanta, GA",GA,Girls Dresses,M (8-10),0,1,1,1,37,0,18.13,37.0
2024-01-23,"Atlanta, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,14,20,17.61,34.0
2024-01-23,"Atlanta, GA",GA,Girls Tops,L (12-14),1,1,1,1,9,15,11.24,24.0
2024-01-23,"Atlanta, GA",GA,Girls Tops,S (6-7),1,1,1,1,5,15,10.08,20.0
2024-01-23,"Augusta, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,4,20,11.73,24.0
2024-01-23,"Augusta, GA",GA,Girls Bottoms,M (8-10),0,2,2,2,48,0,17.82,24.0
2024-01-23,"Augusta, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,29,0,10.44,29.0
2024-01-23,"Augusta, GA",GA,Girls Dresses,L (12-14),1,1,1,2,42,30,36.9,36.0
2024-01-23,"Augusta, GA",GA,Girls Tops,XS (4-5),0,1,1,2,38,0,17.72,19.0
2024-01-23,"Augusta, GA",GA,Girls Tops,XS (4-5),1,1,1,1,14,10,9.34,24.0
2024-01-23,"Columbus, GA",GA,Girls Bottoms,M (8-10),1,1,1,2,20,30,23.1,25.0
2024-01-23,"Columbus, GA",GA,Girls Bottoms,XS (4-5),0,2,2,4,120,0,62.25000000000001,30.0
2024-01-23,"Columbus, GA",GA,Girls Dresses,M (8-10),0,1,1,2,72,0,30.36,36.0
2024-01-23,"Columbus, GA",GA,Girls Dresses,M (8-10),1,1,1,2,32,40,38.88,36.0
2024-01-23,"Columbus, GA",GA,Girls Tops,L (12-14),0,1,1,1,24,0,12.65,24.0
2024-01-23,"Columbus, GA",GA,Girls Tops,S (6-7),0,1,1,1,25,0,9.04,25.0
2024-01-23,"Columbus, GA",GA,Girls Tops,S (6-7),1,1,1,1,13,10,9.93,23.0
2024-01-23,"Columbus, GA",GA,Girls Tops,XS (4-5),0,1,1,2,44,0,16.5,22.0
2024-01-23,"Macon, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,24,0,9.87,24.0
2024-01-23,"Macon, GA",GA,Girls Dresses,L (12-14),0,1,1,1,34,0,16.25,34.0
2024-01-23,"Macon, GA",GA,Girls Dresses,L (12-14),1,1,1,2,38,30,26.34,34.0
2024-01-23,"Macon, GA",GA,Girls Dresses,XS (4-5),0,2,2,3,108,0,45.83,35.5
2024-01-24,"Atlanta, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,30,0,11.81,30.0
2024-01-24,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,29,0,11.9,29.0
2024-01-24,"Atlanta, GA",GA,Girls Dresses,M (8-10),1,1,1,2,54,20,40.32,37.0
2024-01-24,"Atlanta, GA",GA,Girls Tops,M (8-10),0,1,1,1,22,0,9.17,22.0
2024-01-24,"Augusta, GA",GA,Girls Bottoms,S (6-7),0,1,1,3,87,0,31.44,29.0
2024-01-24,"Augusta, GA",GA,Girls Tops,M (8-10),0,1,1,1,21,0,9.33,21.0
2024-01-24,"Augusta, GA",GA,Girls Tops,S (6-7),0,1,1,2,46,0,20.44,23.0
2024-01-24,"Columbus, GA",GA,Girls Bottoms,L (12-14),0,1,1,2,48,0,23.88,24.0
2024-01-24,"Columbus, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,17,10,12.95,27.0
2024-01-24,"Columbus, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,12,15,13.35,27.0
2024-01-24,"Columbus, GA",GA,Girls Dresses,L (12-14),0,1,1,1,34,0,12.5,34.0
2024-01-24,"Columbus, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,31,0,14.57,31.0
2024-01-24,"Columbus, GA",GA,Girls Tops,L (12-14),0,1,1,1,24,0,12.63,24.0
2024-01-24,"Columbus, GA",GA,Girls Tops,M (8-10),1,2,2,5,52,70,60.239999999999995,24.0
2024-01-24,"Columbus, GA",GA,Girls Tops,S (6-7),0,1,1,1,25,0,9.78,25.0
2024-01-24,"Columbus, GA",GA,Girls Tops,S (6-7),1,1,1,1,5,15,8.9,20.0
2024-01-24,"Macon, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,25,0,9.15,25.0
2024-01-24,"Macon, GA",GA,Girls Dresses,L (12-14),1,1,1,1,15,20,17.02,35.0
2024-01-24,"Macon, GA",GA,Girls Dresses,S (6-7),0,1,1,3,117,0,58.53,39.0
2024-01-24,"Macon, GA",GA,Girls Tops,S (6-7),0,2,2,2,41,0,17.490000000000002,20.5
2024-01-24,"Macon, GA",GA,Girls Tops,XS (4-5),0,2,2,4,101,0,43.08,24.5
2024-01-24,"Savannah, GA",GA,Girls Bottoms,M (8-10),1,1,1,2,34,20,28.42,27.0
