date,airport_code,airport_name,state,format,audience_segment,spend,impressions,placements
2024-05-05,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,General Travelers,2633.3414285714284,138676.0,5
2024-05-05,IAH,George Bush Intercontinental Airport,TX,Concourse Wrap,General Travelers,1984.82,108921.28571428571,5
2024-05-05,JFK,John F. Kennedy International Airport,NY,Jet Bridge,Frequent Flyers,3029.9914285714285,123132.14285714286,4
2024-05-05,LAS,Harry Reid International Airport,NV,Baggage Claim Display,Frequent Flyers,2595.7400000000002,157138.14285714287,3
2024-05-05,LAX,Los Angeles International Airport,CA,Digital Board,Frequent Flyers,3174.302857142857,149374.0,3
2024-05-05,LGA,LaGuardia Airport,NY,Jet Bridge,General Travelers,3520.9199999999996,220504.14285714287,9
2024-05-05,MCO,Orlando International Airport,FL,Concourse Wrap,General Travelers,2410.69,123781.28571428571,6
2024-05-05,MIA,Miami International Airport,FL,Jet Bridge,General Travelers,3210.18,134850.14285714287,5
2024-05-05,MSP,Minneapolis–Saint Paul International Airport,MN,Baggage Claim Display,Traveling Moms,2782.9728571428573,112094.57142857143,9
2024-05-05,ORD,Chicago O'Hare International Airport,IL,Digital Board,General Travelers,3146.7328571428575,152447.42857142858,8
2024-05-05,PHL,Philadelphia International Airport,PA,Jet Bridge,Frequent Flyers,3598.2757142857145,224003.7142857143,6
2024-05-05,PHX,Phoenix Sky Harbor International Airport,AZ,Digital Board,Traveling Moms,2428.18,131075.0,8
2024-05-05,SEA,Seattle–Tacoma International Airport,WA,Jet Bridge,Family Leisure Travelers,2745.4842857142858,129183.0,10
2024-05-05,SFO,San Francisco International Airport,CA,Baggage Claim Display,Traveling Moms,2493.1314285714284,144603.14285714287,5
2024-05-06,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,General Travelers,2405.284285714286,112774.57142857143,11
2024-05-06,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,1857.1928571428573,94095.28571428571,4
2024-05-06,BWI,Baltimore/Washington International Airport,MD,Digital Board,Family Leisure Travelers,2544.174285714286,128637.57142857143,6
2024-05-06,CLT,Charlotte Douglas International Airport,NC,Jet Bridge,General Travelers,2694.1028571428574,136220.0,9
2024-05-06,DEN,Denver International Airport,CO,Baggage Claim Display,Traveling Moms,2907.91,184243.57142857142,3
2024-05-06,DFW,Dallas/Fort Worth International Airport,TX,Concourse Wrap,Traveling Moms,2160.322857142857,116991.42857142857,6
2024-05-06,DTW,Detroit Metropolitan Airport,MI,Digital Board,Frequent Flyers,2041.8871428571426,88635.14285714286,6
2024-05-06,IAH,George Bush Intercontinental Airport,TX,Baggage Claim Display,Frequent Flyers,1905.3600000000001,81413.0,10
2024-05-06,JFK,John F. Kennedy International Airport,NY,Digital Board,Traveling Moms,1968.3885714285714,113357.85714285714,7
2024-05-06,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,2166.0642857142857,127123.71428571429,9
2024-05-06,LAX,Los Angeles International Airport,CA,Concourse Wrap,Frequent Flyers,2287.0685714285714,97669.28571428571,10
2024-05-06,LGA,LaGuardia Airport,NY,Baggage Claim Display,Frequent Flyers,2440.182857142857,109488.0,6
2024-05-06,MCO,Orlando International Airport,FL,Jet Bridge,Frequent Flyers,1823.4971428571428,110889.14285714286,3
2024-05-06,MIA,Miami International Airport,FL,Digital Board,Frequent Flyers,2237.8914285714286,104854.57142857143,11
2024-05-06,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2877.862857142857,158220.0,9
2024-05-06,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Frequent Flyers,2309.1828571428573,104438.85714285714,11
2024-05-06,PHL,Philadelphia International Airport,PA,Digital Board,Frequent Flyers,1831.4085714285716,75798.57142857143,5
2024-05-06,PHX,Phoenix Sky Harbor International Airport,AZ,Concourse Wrap,Traveling Moms,1717.0985714285714,73391.14285714286,6
2024-05-06,SEA,Seattle–Tacoma International Airport,WA,Digital Board,General Travelers,2453.7957142857144,146932.14285714287,11
2024-05-06,SFO,San Francisco International Airport,CA,Baggage Claim Display,Frequent Flyers,2378.84,121279.85714285714,11
2024-05-07,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,General Travelers,2405.284285714286,112774.57142857143,11
2024-05-07,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,1857.1928571428573,94095.28571428571,4
2024-05-07,BWI,Baltimore/Washington International Airport,MD,Digital Board,Family Leisure Travelers,2544.174285714286,128637.57142857143,6
2024-05-07,CLT,Charlotte Douglas International Airport,NC,Jet Bridge,General Travelers,2694.1028571428574,136220.0,9
2024-05-07,DEN,Denver International Airport,CO,Baggage Claim Display,Traveling Moms,2907.91,184243.57142857142,3
2024-05-07,DFW,Dallas/Fort Worth International Airport,TX,Concourse Wrap,Traveling Moms,2160.322857142857,116991.42857142857,6
2024-05-07,DTW,Detroit Metropolitan Airport,MI,Digital Board,Frequent Flyers,2041.8871428571426,88635.14285714286,6
2024-05-07,IAH,George Bush Intercontinental Airport,TX,Baggage Claim Display,Frequent Flyers,1905.3600000000001,81413.0,10
2024-05-07,JFK,John F. Kennedy International Airport,NY,Digital Board,Traveling Moms,1968.3885714285714,113357.85714285714,7
2024-05-07,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,2166.0642857142857,127123.71428571429,9
2024-05-07,LAX,Los Angeles International Airport,CA,Concourse Wrap,Frequent Flyers,2287.0685714285714,97669.28571428571,10
2024-05-07,LGA,LaGuardia Airport,NY,Baggage Claim Display,Frequent Flyers,2440.182857142857,109488.0,6
2024-05-07,MCO,Orlando International Airport,FL,Jet Bridge,Frequent Flyers,1823.4971428571428,110889.14285714286,3
2024-05-07,MIA,Miami International Airport,FL,Digital Board,Frequent Flyers,2237.8914285714286,104854.57142857143,11
2024-05-07,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2877.862857142857,158220.0,9
2024-05-07,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Frequent Flyers,2309.1828571428573,104438.85714285714,11
2024-05-07,PHL,Philadelphia International Airport,PA,Digital Board,Frequent Flyers,1831.4085714285716,75798.57142857143,5
2024-05-07,PHX,Phoenix Sky Harbor International Airport,AZ,Concourse Wrap,Traveling Moms,1717.0985714285714,73391.14285714286,6
2024-05-07,SEA,Seattle–Tacoma International Airport,WA,Digital Board,General Travelers,2453.7957142857144,146932.14285714287,11
2024-05-07,SFO,San Francisco International Airport,CA,Baggage Claim Display,Frequent Flyers,2378.84,121279.85714285714,11
2024-05-08,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,General Travelers,2405.284285714286,112774.57142857143,11
2024-05-08,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,1857.1928571428573,94095.28571428571,4
2024-05-08,BWI,Baltimore/Washington International Airport,MD,Digital Board,Family Leisure Travelers,2544.174285714286,128637.57142857143,6
2024-05-08,CLT,Charlotte Douglas International Airport,NC,Jet Bridge,General Travelers,2694.1028571428574,136220.0,9
2024-05-08,DEN,Denver International Airport,CO,Baggage Claim Display,Traveling Moms,2907.91,184243.57142857142,3
2024-05-08,DFW,Dallas/Fort Worth International Airport,TX,Concourse Wrap,Traveling Moms,2160.322857142857,116991.42857142857,6
2024-05-08,DTW,Detroit Metropolitan Airport,MI,Digital Board,Frequent Flyers,2041.8871428571426,88635.14285714286,6
2024-05-08,IAH,George Bush Intercontinental Airport,TX,Baggage Claim Display,Frequent Flyers,1905.3600000000001,81413.0,10
2024-05-08,JFK,John F. Kennedy International Airport,NY,Digital Board,Traveling Moms,1968.3885714285714,113357.85714285714,7
2024-05-08,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,2166.0642857142857,127123.71428571429,9
2024-05-08,LAX,Los Angeles International Airport,CA,Concourse Wrap,Frequent Flyers,2287.0685714285714,97669.28571428571,10
2024-05-08,LGA,LaGuardia Airport,NY,Baggage Claim Display,Frequent Flyers,2440.182857142857,109488.0,6
2024-05-08,MCO,Orlando International Airport,FL,Jet Bridge,Frequent Flyers,1823.4971428571428,110889.14285714286,3
2024-05-08,MIA,Miami International Airport,FL,Digital Board,Frequent Flyers,2237.8914285714286,104854.57142857143,11
2024-05-08,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2877.862857142857,158220.0,9
2024-05-08,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Frequent Flyers,2309.1828571428573,104438.85714285714,11
2024-05-08,PHL,Philadelphia International Airport,PA,Digital Board,Frequent Flyers,1831.4085714285716,75798.57142857143,5
2024-05-08,PHX,Phoenix Sky Harbor International Airport,AZ,Concourse Wrap,Traveling Moms,1717.0985714285714,73391.14285714286,6
2024-05-08,SEA,Seattle–Tacoma International Airport,WA,Digital Board,General Travelers,2453.7957142857144,146932.14285714287,11
2024-05-08,SFO,San Francisco International Airport,CA,Baggage Claim Display,Frequent Flyers,2378.84,121279.85714285714,11
2024-05-09,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,General Travelers,2405.284285714286,112774.57142857143,11
2024-05-09,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,1857.1928571428573,94095.28571428571,4
2024-05-09,BWI,Baltimore/Washington International Airport,MD,Digital Board,Family Leisure Travelers,2544.174285714286,128637.57142857143,6
2024-05-09,CLT,Charlotte Douglas International Airport,NC,Jet Bridge,General Travelers,2694.1028571428574,136220.0,9
2024-05-09,DEN,Denver International Airport,CO,Baggage Claim Display,Traveling Moms,2907.91,184243.57142857142,3
2024-05-09,DFW,Dallas/Fort Worth International Airport,TX,Concourse Wrap,Traveling Moms,2160.322857142857,116991.42857142857,6
2024-05-09,DTW,Detroit Metropolitan Airport,MI,Digital Board,Frequent Flyers,2041.8871428571426,88635.14285714286,6
2024-05-09,IAH,George Bush Intercontinental Airport,TX,Baggage Claim Display,Frequent Flyers,1905.3600000000001,81413.0,10
2024-05-09,JFK,John F. Kennedy International Airport,NY,Digital Board,Traveling Moms,1968.3885714285714,113357.85714285714,7
2024-05-09,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,2166.0642857142857,127123.71428571429,9
2024-05-09,LAX,Los Angeles International Airport,CA,Concourse Wrap,Frequent Flyers,2287.0685714285714,97669.28571428571,10
2024-05-09,LGA,LaGuardia Airport,NY,Baggage Claim Display,Frequent Flyers,2440.182857142857,109488.0,6
2024-05-09,MCO,Orlando International Airport,FL,Jet Bridge,Frequent Flyers,1823.4971428571428,110889.14285714286,3
2024-05-09,MIA,Miami International Airport,FL,Digital Board,Frequent Flyers,2237.8914285714286,104854.57142857143,11
2024-05-09,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2877.862857142857,158220.0,9
2024-05-09,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Frequent Flyers,2309.1828571428573,104438.85714285714,11
2024-05-09,PHL,Philadelphia International Airport,PA,Digital Board,Frequent Flyers,1831.4085714285716,75798.57142857143,5
2024-05-09,PHX,Phoenix Sky Harbor International Airport,AZ,Concourse Wrap,Traveling Moms,1717.0985714285714,73391.14285714286,6
2024-05-09,SEA,Seattle–Tacoma International Airport,WA,Digital Board,General Travelers,2453.7957142857144,146932.14285714287,11
2024-05-09,SFO,San Francisco International Airport,CA,Baggage Claim Display,Frequent Flyers,2378.84,121279.85714285714,11
2024-05-10,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,General Travelers,2405.284285714286,112774.57142857143,11
2024-05-10,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,1857.1928571428573,94095.28571428571,4
2024-05-10,BWI,Baltimore/Washington International Airport,MD,Digital Board,Family Leisure Travelers,2544.174285714286,128637.57142857143,6
2024-05-10,CLT,Charlotte Douglas International Airport,NC,Jet Bridge,General Travelers,2694.1028571428574,136220.0,9
2024-05-10,DEN,Denver International Airport,CO,Baggage Claim Display,Traveling Moms,2907.91,184243.57142857142,3
2024-05-10,DFW,Dallas/Fort Worth International Airport,TX,Concourse Wrap,Traveling Moms,2160.322857142857,116991.42857142857,6
2024-05-10,DTW,Detroit Metropolitan Airport,MI,Digital Board,Frequent Flyers,2041.8871428571426,88635.14285714286,6
2024-05-10,IAH,George Bush Intercontinental Airport,TX,Baggage Claim Display,Frequent Flyers,1905.3600000000001,81413.0,10
2024-05-10,JFK,John F. Kennedy International Airport,NY,Digital Board,Traveling Moms,1968.3885714285714,113357.85714285714,7
2024-05-10,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,2166.0642857142857,127123.71428571429,9
2024-05-10,LAX,Los Angeles International Airport,CA,Concourse Wrap,Frequent Flyers,2287.0685714285714,97669.28571428571,10
2024-05-10,LGA,LaGuardia Airport,NY,Baggage Claim Display,Frequent Flyers,2440.182857142857,109488.0,6
2024-05-10,MCO,Orlando International Airport,FL,Jet Bridge,Frequent Flyers,1823.4971428571428,110889.14285714286,3
2024-05-10,MIA,Miami International Airport,FL,Digital Board,Frequent Flyers,2237.8914285714286,104854.57142857143,11
2024-05-10,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2877.862857142857,158220.0,9
2024-05-10,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Frequent Flyers,2309.1828571428573,104438.85714285714,11
2024-05-10,PHL,Philadelphia International Airport,PA,Digital Board,Frequent Flyers,1831.4085714285716,75798.57142857143,5
2024-05-10,PHX,Phoenix Sky Harbor International Airport,AZ,Concourse Wrap,Traveling Moms,1717.0985714285714,73391.14285714286,6
2024-05-10,SEA,Seattle–Tacoma International Airport,WA,Digital Board,General Travelers,2453.7957142857144,146932.14285714287,11
2024-05-10,SFO,San Francisco International Airport,CA,Baggage Claim Display,Frequent Flyers,2378.84,121279.85714285714,11
2024-05-11,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,General Travelers,2405.284285714286,112774.57142857143,11
2024-05-11,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,1857.1928571428573,94095.28571428571,4
2024-05-11,BWI,Baltimore/Washington International Airport,MD,Digital Board,Family Leisure Travelers,2544.174285714286,128637.57142857143,6
2024-05-11,CLT,Charlotte Douglas International Airport,NC,Jet Bridge,General Travelers,2694.1028571428574,136220.0,9
2024-05-11,DEN,Denver International Airport,CO,Baggage Claim Display,Traveling Moms,2907.91,184243.57142857142,3
2024-05-11,DFW,Dallas/Fort Worth International Airport,TX,Concourse Wrap,Traveling Moms,2160.322857142857,116991.42857142857,6
2024-05-11,DTW,Detroit Metropolitan Airport,MI,Digital Board,Frequent Flyers,2041.8871428571426,88635.14285714286,6
2024-05-11,IAH,George Bush Intercontinental Airport,TX,Baggage Claim Display,Frequent Flyers,1905.3600000000001,81413.0,10
2024-05-11,JFK,John F. Kennedy International Airport,NY,Digital Board,Traveling Moms,1968.3885714285714,113357.85714285714,7
2024-05-11,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,2166.0642857142857,127123.71428571429,9
2024-05-11,LAX,Los Angeles International Airport,CA,Concourse Wrap,Frequent Flyers,2287.0685714285714,97669.28571428571,10
2024-05-11,LGA,LaGuardia Airport,NY,Baggage Claim Display,Frequent Flyers,2440.182857142857,109488.0,6
2024-05-11,MCO,Orlando International Airport,FL,Jet Bridge,Frequent Flyers,1823.4971428571428,110889.14285714286,3
2024-05-11,MIA,Miami International Airport,FL,Digital Board,Frequent Flyers,2237.8914285714286,104854.57142857143,11
2024-05-11,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2877.862857142857,158220.0,9
2024-05-11,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Frequent Flyers,2309.1828571428573,104438.85714285714,11
2024-05-11,PHL,Philadelphia International Airport,PA,Digital Board,Frequent Flyers,1831.4085714285716,75798.57142857143,5
2024-05-11,PHX,Phoenix Sky Harbor International Airport,AZ,Concourse Wrap,Traveling Moms,1717.0985714285714,73391.14285714286,6
2024-05-11,SEA,Seattle–Tacoma International Airport,WA,Digital Board,General Travelers,2453.7957142857144,146932.14285714287,11
2024-05-11,SFO,San Francisco International Airport,CA,Baggage Claim Display,Frequent Flyers,2378.84,121279.85714285714,11
2024-05-12,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,General Travelers,2405.284285714286,112774.57142857143,11
2024-05-12,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,1857.1928571428573,94095.28571428571,4
2024-05-12,BWI,Baltimore/Washington International Airport,MD,Digital Board,Family Leisure Travelers,2544.174285714286,128637.57142857143,6
2024-05-12,CLT,Charlotte Douglas International Airport,NC,Jet Bridge,General Travelers,2694.1028571428574,136220.0,9
2024-05-12,DEN,Denver International Airport,CO,Baggage Claim Display,Traveling Moms,2907.91,184243.57142857142,3
2024-05-12,DFW,Dallas/Fort Worth International Airport,TX,Concourse Wrap,Traveling Moms,2160.322857142857,116991.42857142857,6
2024-05-12,DTW,Detroit Metropolitan Airport,MI,Digital Board,Frequent Flyers,2041.8871428571426,88635.14285714286,6
2024-05-12,IAH,George Bush Intercontinental Airport,TX,Baggage Claim Display,Frequent Flyers,1905.3600000000001,81413.0,10
2024-05-12,JFK,John F. Kennedy International Airport,NY,Digital Board,Traveling Moms,1968.3885714285714,113357.85714285714,7
2024-05-12,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,2166.0642857142857,127123.71428571429,9
2024-05-12,LAX,Los Angeles International Airport,CA,Concourse Wrap,Frequent Flyers,2287.0685714285714,97669.28571428571,10
2024-05-12,LGA,LaGuardia Airport,NY,Baggage Claim Display,Frequent Flyers,2440.182857142857,109488.0,6
2024-05-12,MCO,Orlando International Airport,FL,Jet Bridge,Frequent Flyers,1823.4971428571428,110889.14285714286,3
2024-05-12,MIA,Miami International Airport,FL,Digital Board,Frequent Flyers,2237.8914285714286,104854.57142857143,11
2024-05-12,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2877.862857142857,158220.0,9
2024-05-12,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Frequent Flyers,2309.1828571428573,104438.85714285714,11
2024-05-12,PHL,Philadelphia International Airport,PA,Digital Board,Frequent Flyers,1831.4085714285716,75798.57142857143,5
2024-05-12,PHX,Phoenix Sky Harbor International Airport,AZ,Concourse Wrap,Traveling Moms,1717.0985714285714,73391.14285714286,6
2024-05-12,SEA,Seattle–Tacoma International Airport,WA,Digital Board,General Travelers,2453.7957142857144,146932.14285714287,11
2024-05-12,SFO,San Francisco International Airport,CA,Baggage Claim Display,Frequent Flyers,2378.84,121279.85714285714,11
2024-05-13,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,Frequent Flyers,2097.6057142857144,105675.14285714286,6
2024-05-13,BOS,Logan International Airport,MA,Concourse Wrap,Family Leisure Travelers,2887.61,136423.2857142857,7
2024-05-13,BWI,Baltimore/Washington International Airport,MD,Jet Bridge,Family Leisure Travelers,2680.2871428571425,153891.57142857142,10
2024-05-13,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Frequent Flyers,2193.072857142857,117930.14285714286,9
2024-05-13,DEN,Denver International Airport,CO,Digital Board,Family Leisure Travelers,2099.7885714285717,128123.42857142857,8
2024-05-13,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,General Travelers,2740.077142857143,168056.0,10
2024-05-13,DTW,Detroit Metropolitan Airport,MI,Jet Bridge,General Travelers,1775.48,83099.14285714286,6
2024-05-13,IAH,George Bush Intercontinental Airport,TX,Concourse Wrap,Frequent Flyers,2374.4871428571428,131354.42857142858,3
2024-05-13,JFK,John F. Kennedy International Airport,NY,Jet Bridge,General Travelers,2161.667142857143,137884.14285714287,3
2024-05-13,LAS,Harry Reid International Airport,NV,Jet Bridge,General Travelers,2520.664285714286,134733.14285714287,10
2024-05-13,LAX,Los Angeles International Airport,CA,Baggage Claim Display,Family Leisure Travelers,1743.1285714285714,110615.14285714286,6
2024-05-13,LGA,LaGuardia Airport,NY,Jet Bridge,General Travelers,2558.5085714285715,115972.85714285714,7
2024-05-13,MCO,Orlando International Airport,FL,Baggage Claim Display,Family Leisure Travelers,2275.0628571428574,113250.85714285714,9
2024-05-13,MIA,Miami International Airport,FL,Jet Bridge,Family Leisure Travelers,2102.207142857143,103632.71428571429,5
2024-05-13,MSP,Minneapolis–Saint Paul International Airport,MN,Baggage Claim Display,Frequent Flyers,2203.887142857143,124289.71428571429,4
2024-05-13,ORD,Chicago O'Hare International Airport,IL,Jet Bridge,General Travelers,2656.882857142857,158519.7142857143,10
2024-05-13,PHL,Philadelphia International Airport,PA,Digital Board,General Travelers,2420.9871428571428,105090.28571428571,6
2024-05-13,PHX,Phoenix Sky Harbor International Airport,AZ,Baggage Claim Display,Frequent Flyers,2418.7771428571427,126148.28571428571,6
2024-05-13,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,2608.882857142857,106190.0,10
2024-05-13,SFO,San Francisco International Airport,CA,Baggage Claim Display,Family Leisure Travelers,2573.0414285714287,162861.85714285713,5
2024-05-14,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,Frequent Flyers,2097.6057142857144,105675.14285714286,6
2024-05-14,BOS,Logan International Airport,MA,Concourse Wrap,Family Leisure Travelers,2887.61,136423.2857142857,7
2024-05-14,BWI,Baltimore/Washington International Airport,MD,Jet Bridge,Family Leisure Travelers,2680.2871428571425,153891.57142857142,10
2024-05-14,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Frequent Flyers,2193.072857142857,117930.14285714286,9
2024-05-14,DEN,Denver International Airport,CO,Digital Board,Family Leisure Travelers,2099.7885714285717,128123.42857142857,8
2024-05-14,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,General Travelers,2740.077142857143,168056.0,10
2024-05-14,DTW,Detroit Metropolitan Airport,MI,Jet Bridge,General Travelers,1775.48,83099.14285714286,6
2024-05-14,IAH,George Bush Intercontinental Airport,TX,Concourse Wrap,Frequent Flyers,2374.4871428571428,131354.42857142858,3
2024-05-14,JFK,John F. Kennedy International Airport,NY,Jet Bridge,General Travelers,2161.667142857143,137884.14285714287,3
2024-05-14,LAS,Harry Reid International Airport,NV,Jet Bridge,General Travelers,2520.664285714286,134733.14285714287,10
2024-05-14,LAX,Los Angeles International Airport,CA,Baggage Claim Display,Family Leisure Travelers,1743.1285714285714,110615.14285714286,6
2024-05-14,LGA,LaGuardia Airport,NY,Jet Bridge,General Travelers,2558.5085714285715,115972.85714285714,7
2024-05-14,MCO,Orlando International Airport,FL,Baggage Claim Display,Family Leisure Travelers,2275.0628571428574,113250.85714285714,9
2024-05-14,MIA,Miami International Airport,FL,Jet Bridge,Family Leisure Travelers,2102.207142857143,103632.71428571429,5
2024-05-14,MSP,Minneapolis–Saint Paul International Airport,MN,Baggage Claim Display,Frequent Flyers,2203.887142857143,124289.71428571429,4
2024-05-14,ORD,Chicago O'Hare International Airport,IL,Jet Bridge,General Travelers,2656.882857142857,158519.7142857143,10
2024-05-14,PHL,Philadelphia International Airport,PA,Digital Board,General Travelers,2420.9871428571428,105090.28571428571,6
2024-05-14,PHX,Phoenix Sky Harbor International Airport,AZ,Baggage Claim Display,Frequent Flyers,2418.7771428571427,126148.28571428571,6
2024-05-14,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,2608.882857142857,106190.0,10
2024-05-14,SFO,San Francisco International Airport,CA,Baggage Claim Display,Family Leisure Travelers,2573.0414285714287,162861.85714285713,5
2024-05-15,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,Frequent Flyers,2097.6057142857144,105675.14285714286,6
2024-05-15,BOS,Logan International Airport,MA,Concourse Wrap,Family Leisure Travelers,2887.61,136423.2857142857,7
2024-05-15,BWI,Baltimore/Washington International Airport,MD,Jet Bridge,Family Leisure Travelers,2680.2871428571425,153891.57142857142,10
2024-05-15,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Frequent Flyers,2193.072857142857,117930.14285714286,9
2024-05-15,DEN,Denver International Airport,CO,Digital Board,Family Leisure Travelers,2099.7885714285717,128123.42857142857,8
2024-05-15,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,General Travelers,2740.077142857143,168056.0,10
2024-05-15,DTW,Detroit Metropolitan Airport,MI,Jet Bridge,General Travelers,1775.48,83099.14285714286,6
2024-05-15,IAH,George Bush Intercontinental Airport,TX,Concourse Wrap,Frequent Flyers,2374.4871428571428,131354.42857142858,3
2024-05-15,JFK,John F. Kennedy International Airport,NY,Jet Bridge,General Travelers,2161.667142857143,137884.14285714287,3
2024-05-15,LAS,Harry Reid International Airport,NV,Jet Bridge,General Travelers,2520.664285714286,134733.14285714287,10
2024-05-15,LAX,Los Angeles International Airport,CA,Baggage Claim Display,Family Leisure Travelers,1743.1285714285714,110615.14285714286,6
2024-05-15,LGA,LaGuardia Airport,NY,Jet Bridge,General Travelers,2558.5085714285715,115972.85714285714,7
2024-05-15,MCO,Orlando International Airport,FL,Baggage Claim Display,Family Leisure Travelers,2275.0628571428574,113250.85714285714,9
2024-05-15,MIA,Miami International Airport,FL,Jet Bridge,Family Leisure Travelers,2102.207142857143,103632.71428571429,5
2024-05-15,MSP,Minneapolis–Saint Paul International Airport,MN,Baggage Claim Display,Frequent Flyers,2203.887142857143,124289.71428571429,4
2024-05-15,ORD,Chicago O'Hare International Airport,IL,Jet Bridge,General Travelers,2656.882857142857,158519.7142857143,10
2024-05-15,PHL,Philadelphia International Airport,PA,Digital Board,General Travelers,2420.9871428571428,105090.28571428571,6
2024-05-15,PHX,Phoenix Sky Harbor International Airport,AZ,Baggage Claim Display,Frequent Flyers,2418.7771428571427,126148.28571428571,6
2024-05-15,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,2608.882857142857,106190.0,10
2024-05-15,SFO,San Francisco International Airport,CA,Baggage Claim Display,Family Leisure Travelers,2573.0414285714287,162861.85714285713,5
2024-05-16,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,Frequent Flyers,2097.6057142857144,105675.14285714286,6
2024-05-16,BOS,Logan International Airport,MA,Concourse Wrap,Family Leisure Travelers,2887.61,136423.2857142857,7
2024-05-16,BWI,Baltimore/Washington International Airport,MD,Jet Bridge,Family Leisure Travelers,2680.2871428571425,153891.57142857142,10
2024-05-16,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Frequent Flyers,2193.072857142857,117930.14285714286,9
2024-05-16,DEN,Denver International Airport,CO,Digital Board,Family Leisure Travelers,2099.7885714285717,128123.42857142857,8
2024-05-16,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,General Travelers,2740.077142857143,168056.0,10
2024-05-16,DTW,Detroit Metropolitan Airport,MI,Jet Bridge,General Travelers,1775.48,83099.14285714286,6
2024-05-16,IAH,George Bush Intercontinental Airport,TX,Concourse Wrap,Frequent Flyers,2374.4871428571428,131354.42857142858,3
2024-05-16,JFK,John F. Kennedy International Airport,NY,Jet Bridge,General Travelers,2161.667142857143,137884.14285714287,3
2024-05-16,LAS,Harry Reid International Airport,NV,Jet Bridge,General Travelers,2520.664285714286,134733.14285714287,10
2024-05-16,LAX,Los Angeles International Airport,CA,Baggage Claim Display,Family Leisure Travelers,1743.1285714285714,110615.14285714286,6
2024-05-16,LGA,LaGuardia Airport,NY,Jet Bridge,General Travelers,2558.5085714285715,115972.85714285714,7
2024-05-16,MCO,Orlando International Airport,FL,Baggage Claim Display,Family Leisure Travelers,2275.0628571428574,113250.85714285714,9
2024-05-16,MIA,Miami International Airport,FL,Jet Bridge,Family Leisure Travelers,2102.207142857143,103632.71428571429,5
