date,channel,campaign_name,campaign_id,dma_name,state,spend,impressions,link_clicks,video_views,video_75pct,video_completes,optimization_goal,age_target,audience_segment
2024-06-15,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,115.61,5688,155,2350,1352,938,Traffic,35-44,Teen Daughters
2023-10-27,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,109.27,6723,161,3950,1576,1170,Traffic,13-17,Teen Daughters
2023-12-24,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,95.25,6068,144,1829,685,600,Conversions,18-24,Suburban Moms
2024-02-09,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,362.95,23902,335,10702,4589,3328,Traffic,18-24,Moms & Daughters
2023-01-30,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,227.49,14276,381,4864,1351,847,Conversions,35-44,Moms & Daughters
2023-04-02,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,133.36,9200,292,4247,2109,1993,Video Views,18-24,Moms & Daughters
2023-04-07,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,12.09,727,10,381,162,108,Conversions,25-34,Moms & Daughters
2023-12-08,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,132.54,7002,184,2220,892,807,Conversions,35-44,Suburban Moms
2023-07-15,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,257.12,15736,576,4879,2180,1387,Video Views,13-17,Teen Daughters
2023-04-09,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,122.87,5374,150,2200,688,612,Video Views,35-44,Suburban Moms
2024-04-06,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,164.82,8939,331,5190,1975,1804,Traffic,35-44,Moms & Daughters
2023-03-20,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,334.91,16248,216,8700,2448,1754,Conversions,13-17,Moms & Daughters
2023-11-07,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,92.34,4424,82,1961,647,410,Traffic,13-17,Teen Daughters
2023-06-15,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,107.83,4673,168,1478,905,615,Conversions,13-17,Suburban Moms
2023-06-21,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,81.5,4963,56,2316,794,546,Conversions,18-24,Teen Daughters
2023-10-15,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,125.11,8652,228,3028,1285,839,Video Views,13-17,Suburban Moms
2023-08-05,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,491.02,23871,442,12675,6822,5099,Video Views,25-34,Moms & Daughters
2023-01-19,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,9.74,648,16,356,124,76,Conversions,13-17,Suburban Moms
2024-04-11,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,286.69,15575,599,7640,2262,2086,Video Views,25-34,Moms & Daughters
2023-12-14,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,96.13,4707,170,1901,895,709,Conversions,35-44,Suburban Moms
2023-11-13,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,94.49,4219,93,1526,645,551,Traffic,13-17,Suburban Moms
2023-03-15,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,248.16,12359,381,4463,1537,1396,Video Views,35-44,Moms & Daughters
2023-09-07,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,69.42,4062,53,1413,809,582,Video Views,18-24,Moms & Daughters
2023-04-23,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,191.92,11156,270,4826,2106,1750,Conversions,13-17,Suburban Moms
2023-11-23,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,663.93,33836,1314,11861,4592,4353,Video Views,35-44,Teen Daughters
2023-07-22,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,39.56,2172,76,1258,619,493,Conversions,13-17,Teen Daughters
2024-03-17,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,242.33,15490,599,7914,2957,2345,Video Views,13-17,Suburban Moms
2024-03-24,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,206.54,12100,228,3909,1713,1390,Video Views,18-24,Suburban Moms
2023-09-28,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,190.27,13316,272,5085,2022,1407,Traffic,35-44,Suburban Moms
2023-02-08,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,242.48,12213,284,6753,2510,1810,Traffic,25-34,Teen Daughters
2023-01-04,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,145.63,9845,280,4131,1551,1087,Traffic,35-44,Teen Daughters
2023-02-22,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,48.38,2716,87,984,349,248,Traffic,25-34,Teen Daughters
2023-06-26,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,32.53,1392,43,656,259,231,Video Views,25-34,Moms & Daughters
2023-05-31,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,81.01,5316,60,2356,1023,909,Traffic,13-17,Moms & Daughters
2024-06-03,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,105.45,6031,167,2607,1083,837,Traffic,13-17,Teen Daughters
2024-06-30,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,525.91,27190,996,14802,4670,2935,Conversions,35-44,Suburban Moms
2023-10-24,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,66.52,3457,36,1299,456,338,Video Views,13-17,Suburban Moms
2023-11-22,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,125.92,5436,192,2717,950,715,Conversions,35-44,Moms & Daughters
2024-06-28,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,157.65,10236,358,4564,2184,1595,Video Views,13-17,Moms & Daughters
2023-08-28,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,572.27,27515,405,9549,3580,2180,Video Views,25-34,Teen Daughters
2024-01-15,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,82.93,3486,93,1731,720,651,Traffic,25-34,Suburban Moms
2023-10-24,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,471.03,23177,643,7112,3836,3562,Conversions,25-34,Suburban Moms
2024-05-17,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,189.62,9691,332,3615,1163,722,Traffic,13-17,Teen Daughters
2024-02-06,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,135.23,5593,134,2130,545,493,Conversions,25-34,Moms & Daughters
2024-04-01,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,248.72,10509,382,6100,2025,1421,Traffic,25-34,Teen Daughters
2024-04-09,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,132.97,8413,134,3012,1427,897,Conversions,35-44,Teen Daughters
2023-01-13,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,111.82,4919,134,2174,843,726,Video Views,35-44,Suburban Moms
2024-04-09,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,45.41,2555,101,1277,403,355,Video Views,18-24,Suburban Moms
2024-05-21,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,19.01,873,33,483,198,183,Traffic,35-44,Suburban Moms
2023-01-29,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,476.53,23212,273,11737,5144,4412,Conversions,13-17,Moms & Daughters
2023-02-06,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,71.73,3278,43,1849,745,449,Traffic,25-34,Moms & Daughters
2023-04-04,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,217.84,12312,306,7239,2011,1798,Traffic,18-24,Moms & Daughters
2024-05-04,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,366.42,16989,281,8671,3812,3318,Video Views,35-44,Teen Daughters
2023-12-29,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,118.29,8071,276,3327,1292,1102,Conversions,18-24,Moms & Daughters
2023-09-26,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,66.0,4111,89,1289,385,345,Video Views,13-17,Suburban Moms
2023-04-28,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,175.38,8249,126,3126,890,541,Conversions,13-17,Teen Daughters
2023-08-09,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,120.84,5324,156,2564,1136,935,Traffic,13-17,Suburban Moms
2023-01-20,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,101.51,5623,57,3040,1277,769,Traffic,35-44,Teen Daughters
2023-01-30,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,93.92,4557,145,1654,676,460,Conversions,13-17,Moms & Daughters
2023-09-06,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,288.46,15109,239,6497,3047,2195,Traffic,13-17,Suburban Moms
2023-03-16,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,217.87,14371,529,7273,2879,2073,Traffic,13-17,Suburban Moms
2023-07-07,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,70.5,3999,121,2031,943,686,Video Views,13-17,Moms & Daughters
2023-08-11,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,78.78,4793,52,1449,578,497,Traffic,25-34,Teen Daughters
2023-05-09,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,306.87,16008,446,5338,1828,1431,Video Views,35-44,Suburban Moms
2023-02-13,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,121.12,7421,193,3585,1458,930,Video Views,35-44,Teen Daughters
2023-05-29,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,62.47,3581,118,1887,541,438,Video Views,35-44,Suburban Moms
2024-02-10,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,203.33,9353,239,2919,1140,716,Traffic,13-17,Moms & Daughters
2024-01-15,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,60.8,3359,91,1335,589,424,Video Views,13-17,Moms & Daughters
2023-07-17,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,390.0,19502,763,7407,4311,2853,Conversions,35-44,Moms & Daughters
2023-12-30,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,239.08,9710,129,4125,1727,1135,Video Views,25-34,Moms & Daughters
2024-06-02,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,87.38,5098,114,2524,1113,734,Video Views,18-24,Suburban Moms
2023-12-23,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,346.41,17771,219,10398,4849,3437,Conversions,35-44,Moms & Daughters
2024-03-15,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,134.39,6312,106,2428,953,684,Conversions,35-44,Suburban Moms
2023-06-03,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,88.93,6194,136,1961,876,703,Conversions,25-34,Suburban Moms
2023-02-07,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,174.51,10196,153,5581,2449,1813,Traffic,18-24,Teen Daughters
2024-04-06,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,31.8,1854,32,739,219,189,Video Views,35-44,Moms & Daughters
2023-04-02,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,81.95,5014,158,2789,1122,784,Conversions,35-44,Suburban Moms
2023-03-02,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,85.74,4490,139,2506,1353,1090,Traffic,18-24,Moms & Daughters
2023-10-20,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,98.57,4504,104,2081,648,441,Conversions,25-34,Suburban Moms
2023-04-06,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,77.19,4614,62,1758,525,428,Video Views,35-44,Teen Daughters
2024-03-12,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,32.78,1609,23,871,303,265,Video Views,18-24,Suburban Moms
2023-10-30,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,42.23,2932,110,956,458,383,Traffic,35-44,Suburban Moms
2023-07-09,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,172.52,7341,142,3777,1447,1320,Conversions,18-24,Teen Daughters
2024-04-29,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,159.61,9526,199,5187,2142,1893,Video Views,18-24,Moms & Daughters
2023-11-01,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,248.97,16481,239,9090,2736,2526,Conversions,35-44,Moms & Daughters
2023-03-03,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,258.55,16352,637,8695,3246,2322,Conversions,13-17,Suburban Moms
2024-01-14,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,317.22,19035,652,8412,3575,2227,Conversions,35-44,Moms & Daughters
2023-01-02,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,170.41,8261,323,4554,1800,1676,Traffic,35-44,Suburban Moms
2024-05-10,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,154.92,9947,333,4845,1627,1316,Video Views,13-17,Teen Daughters
2024-02-15,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,42.44,2342,69,1352,613,537,Video Views,35-44,Teen Daughters
2024-03-21,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,368.81,16717,435,7170,3077,2897,Traffic,25-34,Teen Daughters
2024-01-26,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,208.03,14131,349,4755,2049,1861,Traffic,35-44,Suburban Moms
2023-03-19,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,86.84,3939,84,1778,706,505,Conversions,13-17,Suburban Moms
2023-09-17,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,274.93,13730,213,6783,3552,3219,Traffic,25-34,Suburban Moms
2024-02-27,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,253.51,11628,210,6851,2203,1563,Traffic,25-34,Moms & Daughters
2024-06-04,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,104.79,5234,193,1820,691,510,Traffic,13-17,Suburban Moms
2023-06-15,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,87.54,3960,87,1370,336,203,Traffic,35-44,Suburban Moms
2023-07-19,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,284.1,11955,255,4106,1717,1526,Traffic,18-24,Teen Daughters
2023-06-02,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,70.66,4614,131,2158,1013,842,Video Views,18-24,Suburban Moms
2023-04-01,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,107.37,6201,152,3146,1430,1228,Video Views,25-34,Suburban Moms
2023-03-22,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,180.62,9750,219,4663,2171,1481,Video Views,18-24,Moms & Daughters
2023-05-06,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,233.18,10032,183,5142,3403,3211,Video Views,35-44,Teen Daughters
2023-12-01,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,219.3,11800,322,6658,2998,2169,Video Views,13-17,Teen Daughters
2023-08-06,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,355.12,23312,804,11317,6810,4788,Video Views,25-34,Suburban Moms
2024-03-02,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,136.27,6854,114,2264,1102,786,Traffic,25-34,Suburban Moms
2023-08-04,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,458.52,29238,377,12810,4193,2530,Video Views,13-17,Teen Daughters
2023-03-20,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,207.03,12523,492,7229,2067,1461,Conversions,35-44,Suburban Moms
2023-02-08,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,201.06,12315,232,7321,4305,3380,Traffic,35-44,Moms & Daughters
2023-05-26,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,50.04,2967,51,1315,578,500,Conversions,13-17,Teen Daughters
2023-12-04,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,145.05,9562,337,3402,1081,951,Traffic,25-34,Teen Daughters
2024-02-24,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,242.58,16528,589,5491,2625,1859,Conversions,25-34,Teen Daughters
2023-05-03,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,125.03,6488,68,2653,697,645,Traffic,18-24,Moms & Daughters
2023-09-29,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,171.58,10807,111,5292,2137,1444,Video Views,18-24,Moms & Daughters
2023-05-04,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,185.47,9745,330,4517,1605,1128,Conversions,35-44,Teen Daughters
2023-11-18,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,145.46,6078,82,3225,1422,944,Traffic,18-24,Teen Daughters
2024-01-05,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,28.22,1394,47,695,289,213,Conversions,13-17,Suburban Moms
2023-12-18,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,147.02,6160,157,3646,1570,1066,Video Views,18-24,Suburban Moms
2023-06-27,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,197.57,11705,274,3939,1374,826,Conversions,13-17,Moms & Daughters
2024-06-16,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,65.94,2923,33,1458,555,378,Traffic,35-44,Suburban Moms
2023-01-26,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,286.59,17172,313,9851,4616,3612,Video Views,25-34,Teen Daughters
2023-12-17,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,350.55,21010,230,10442,4136,2846,Video Views,13-17,Suburban Moms
2023-03-10,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,140.13,8415,239,4196,1431,971,Video Views,25-34,Suburban Moms
2023-12-20,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,72.32,3217,87,1095,443,393,Traffic,25-34,Suburban Moms
2024-04-17,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,147.77,6324,82,2538,868,586,Traffic,18-24,Suburban Moms
2023-11-07,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,104.1,5172,80,2030,892,829,Traffic,13-17,Suburban Moms
2023-07-23,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,176.9,7296,243,3444,950,843,Video Views,18-24,Teen Daughters
2023-07-17,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,112.62,6918,136,3197,1381,1098,Traffic,13-17,Suburban Moms
2023-03-04,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,45.28,1848,36,990,268,193,Traffic,18-24,Suburban Moms
2023-10-11,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,187.18,12349,240,5727,2972,1925,Video Views,13-17,Teen Daughters
2023-02-16,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,77.93,4118,141,1472,670,509,Video Views,13-17,Suburban Moms
2023-05-07,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,214.85,9401,360,4029,1608,1333,Traffic,35-44,Suburban Moms
2023-06-01,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,95.77,6284,245,3733,1511,907,Video Views,35-44,Suburban Moms
2024-01-21,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,218.78,12432,328,5779,2551,2082,Traffic,13-17,Teen Daughters
2023-07-20,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,144.53,7067,168,2695,933,642,Video Views,35-44,Suburban Moms
2024-03-31,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,166.05,10976,176,5690,2339,1949,Video Views,18-24,Suburban Moms
2023-06-24,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,135.6,8886,255,2736,1037,638,Video Views,25-34,Suburban Moms
2024-04-08,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,248.1,15292,583,7671,2593,1742,Video Views,35-44,Moms & Daughters
2023-01-03,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,146.99,7319,149,2694,891,729,Conversions,35-44,Moms & Daughters
2024-02-05,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,69.78,4821,163,2295,1173,737,Conversions,18-24,Teen Daughters
2023-09-28,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,233.14,16107,195,7354,3377,2511,Traffic,18-24,Suburban Moms
2024-04-28,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,77.85,4198,148,1717,793,653,Video Views,18-24,Teen Daughters
2024-03-22,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,86.21,4479,123,2295,1060,917,Conversions,25-34,Suburban Moms
2024-02-08,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,70.33,4527,57,2552,1165,983,Video Views,35-44,Moms & Daughters
2023-09-19,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,123.82,7298,170,4128,1601,1473,Conversions,35-44,Moms & Daughters
2023-04-23,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,224.51,15434,241,6927,2378,1427,Video Views,18-24,Teen Daughters
2024-02-14,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,257.13,13821,507,5307,2191,1691,Traffic,25-34,Moms & Daughters
2023-07-29,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,270.78,16063,527,5575,1740,1531,Video Views,25-34,Moms & Daughters
2024-01-24,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,80.79,3652,108,1837,772,707,Traffic,25-34,Teen Daughters
2023-01-05,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,160.84,7241,214,3145,1027,953,Conversions,35-44,Teen Daughters
2024-01-06,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,198.48,8022,102,4409,1435,1229,Traffic,35-44,Suburban Moms
2023-10-09,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,84.44,4387,71,1937,891,563,Conversions,35-44,Suburban Moms
2023-08-29,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,242.9,10809,274,3545,1656,1090,Conversions,25-34,Suburban Moms
2023-01-16,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,108.41,4982,86,2797,1461,1187,Video Views,25-34,Teen Daughters
2024-04-27,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,166.25,9234,111,5349,3052,2332,Traffic,25-34,Teen Daughters
2023-12-10,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,89.66,4258,141,2065,952,680,Video Views,13-17,Teen Daughters
2023-11-03,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,253.58,15675,414,9152,3874,3406,Traffic,25-34,Teen Daughters
2023-10-26,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,187.52,10710,234,5701,1945,1811,Conversions,35-44,Moms & Daughters
2023-03-06,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,69.88,3740,104,2159,879,557,Traffic,35-44,Suburban Moms
2023-05-01,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,256.9,17400,646,5750,2399,2209,Conversions,25-34,Moms & Daughters
2024-05-02,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,195.65,12598,372,4625,1088,654,Traffic,13-17,Suburban Moms
2023-06-07,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,94.52,4326,47,1657,581,368,Traffic,25-34,Suburban Moms
2023-10-19,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,145.22,9103,125,4911,2256,1523,Traffic,35-44,Teen Daughters
2024-01-25,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,239.62,10813,394,4964,2925,2215,Conversions,35-44,Suburban Moms
2023-12-04,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,300.74,16701,464,7793,3163,2191,Video Views,35-44,Teen Daughters
2023-07-21,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,337.46,22411,776,9815,5595,4539,Video Views,13-17,Moms & Daughters
2023-05-05,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,384.42,19277,553,7623,2216,2079,Traffic,18-24,Suburban Moms
2024-02-09,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,394.34,20368,754,11926,4488,3049,Video Views,18-24,Teen Daughters
2023-12-18,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,80.38,5333,83,3054,1807,1192,Traffic,35-44,Moms & Daughters
2024-02-27,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,204.18,12295,264,6198,2978,1910,Video Views,25-34,Moms & Daughters
2024-03-01,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,82.2,5231,150,2746,978,782,Video Views,35-44,Moms & Daughters
2023-01-17,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,58.36,2365,75,729,383,233,Traffic,25-34,Moms & Daughters
2024-04-01,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,28.83,1222,21,455,231,197,Traffic,35-44,Teen Daughters
2023-12-22,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,62.1,3777,135,1179,418,292,Traffic,25-34,Moms & Daughters
2023-04-30,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,159.91,8671,260,5183,2528,2369,Conversions,13-17,Moms & Daughters
2023-12-23,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,349.52,16211,454,8526,2267,2000,Video Views,35-44,Suburban Moms
2023-05-18,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,94.81,5190,157,2345,833,554,Video Views,25-34,Suburban Moms
2024-04-09,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,238.39,11355,380,4153,1652,1083,Video Views,13-17,Teen Daughters
2024-06-07,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,136.37,7360,100,2851,1401,883,Traffic,35-44,Moms & Daughters
2024-06-03,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,226.73,13246,361,7531,3776,3178,Video Views,18-24,Teen Daughters
2023-05-07,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,238.06,16209,262,8159,2022,1238,Video Views,25-34,Suburban Moms
2023-05-22,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,372.47,18356,677,6598,2455,1943,Traffic,25-34,Teen Daughters
2024-05-23,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,166.88,8600,88,4839,1906,1345,Video Views,13-17,Moms & Daughters
