week_start_date,airport_code,airport_name,spend,impressions,placements,format,audience_segment
2023-10-16,ORD,Chicago O'Hare International Airport,17898.62,928570,11,Baggage Claim Display,Family Leisure Travelers
2023-10-16,DFW,Dallas/Fort Worth International Airport,15708.87,655816,6,Jet Bridge,General Travelers
2023-10-16,DEN,Denver International Airport,15601.97,808617,8,Concourse Wrap,Family Leisure Travelers
2023-10-16,JFK,John F. Kennedy International Airport,16752.16,979431,8,Jet Bridge,Family Leisure Travelers
2023-10-16,SFO,San Francisco International Airport,13950.24,736037,8,Jet Bridge,Frequent Flyers
2023-10-16,SEA,Seattle–Tacoma International Airport,17016.89,822807,5,Concourse Wrap,Traveling Moms
2023-10-16,LAS,Harry Reid International Airport,18149.05,947425,7,Jet Bridge,Family Leisure Travelers
2023-10-16,MCO,Orlando International Airport,14868.51,683999,4,Baggage Claim Display,Traveling Moms
2023-10-16,CLT,Charlotte Douglas International Airport,15605.38,731622,7,Baggage Claim Display,General Travelers
2023-10-16,MIA,Miami International Airport,18390.32,827875,3,Baggage Claim Display,General Travelers
2023-10-16,PHX,Phoenix Sky Harbor International Airport,20499.74,1324794,6,Baggage Claim Display,Frequent Flyers
2023-10-16,IAH,George Bush Intercontinental Airport,14938.55,643469,7,Jet Bridge,Family Leisure Travelers
2023-10-16,BOS,Logan International Airport,18935.74,788762,10,Jet Bridge,Traveling Moms
2023-10-16,MSP,Minneapolis–Saint Paul International Airport,17870.4,901984,7,Jet Bridge,Traveling Moms
2023-10-16,DTW,Detroit Metropolitan Airport,13420.36,669723,5,Digital Board,Family Leisure Travelers
2023-10-16,PHL,Philadelphia International Airport,11425.33,536091,4,Jet Bridge,Frequent Flyers
2023-10-16,LGA,LaGuardia Airport,15883.8,835834,3,Digital Board,Traveling Moms
2023-10-16,BWI,Baltimore/Washington International Airport,14904.32,759905,10,Concourse Wrap,Family Leisure Travelers
2023-10-23,ATL,Hartsfield–Jackson Atlanta International Airport,20814.46,1224834,6,Digital Board,Traveling Moms
2023-10-23,LAX,Los Angeles International Airport,13803.33,824005,5,Digital Board,Frequent Flyers
2023-10-23,ORD,Chicago O'Hare International Airport,11530.74,580306,7,Concourse Wrap,General Travelers
2023-10-23,DFW,Dallas/Fort Worth International Airport,10662.85,577369,8,Concourse Wrap,Frequent Flyers
2023-10-23,DEN,Denver International Airport,16088.22,890965,11,Baggage Claim Display,General Travelers
2023-10-23,JFK,John F. Kennedy International Airport,16466.79,1020632,7,Jet Bridge,Frequent Flyers
2023-10-23,SFO,San Francisco International Airport,15976.83,1022967,10,Digital Board,Family Leisure Travelers
2023-10-23,SEA,Seattle–Tacoma International Airport,12859.34,769404,8,Digital Board,Traveling Moms
2023-10-23,LAS,Harry Reid International Airport,17047.34,771959,10,Digital Board,Family Leisure Travelers
2023-10-23,MCO,Orlando International Airport,13502.06,698135,6,Concourse Wrap,Traveling Moms
2023-10-23,CLT,Charlotte Douglas International Airport,11817.99,504215,3,Concourse Wrap,Traveling Moms
2023-10-23,MIA,Miami International Airport,13659.38,808463,5,Jet Bridge,Traveling Moms
2023-10-23,PHX,Phoenix Sky Harbor International Airport,15694.93,925253,3,Baggage Claim Display,General Travelers
2023-10-23,IAH,George Bush Intercontinental Airport,14703.24,633949,7,Baggage Claim Display,Frequent Flyers
2023-10-23,BOS,Logan International Airport,17484.38,1001515,11,Baggage Claim Display,Traveling Moms
2023-10-23,MSP,Minneapolis–Saint Paul International Airport,20028.82,1116523,5,Digital Board,Frequent Flyers
2023-10-23,DTW,Detroit Metropolitan Airport,13558.1,859947,3,Concourse Wrap,General Travelers
2023-10-23,PHL,Philadelphia International Airport,19111.59,873537,4,Concourse Wrap,Frequent Flyers
2023-10-23,LGA,LaGuardia Airport,16818.91,752336,10,Baggage Claim Display,Family Leisure Travelers
2023-10-23,BWI,Baltimore/Washington International Airport,17365.38,786975,8,Baggage Claim Display,Frequent Flyers
2023-10-30,ATL,Hartsfield–Jackson Atlanta International Airport,15501.65,669719,7,Baggage Claim Display,Frequent Flyers
2023-10-30,LAX,Los Angeles International Airport,13492.49,582152,3,Concourse Wrap,General Travelers
2023-10-30,ORD,Chicago O'Hare International Airport,18733.32,919199,10,Baggage Claim Display,Family Leisure Travelers
2023-10-30,DFW,Dallas/Fort Worth International Airport,15631.68,838748,7,Concourse Wrap,General Travelers
2023-10-30,DEN,Denver International Airport,17156.79,926057,5,Jet Bridge,Traveling Moms
2023-10-30,JFK,John F. Kennedy International Airport,15648.62,725330,4,Jet Bridge,Family Leisure Travelers
2023-10-30,SFO,San Francisco International Airport,12150.36,486702,5,Digital Board,General Travelers
2023-10-30,SEA,Seattle–Tacoma International Airport,20028.68,1243570,3,Concourse Wrap,General Travelers
2023-10-30,LAS,Harry Reid International Airport,14855.02,829710,5,Digital Board,General Travelers
2023-10-30,MCO,Orlando International Airport,18068.83,969296,3,Digital Board,General Travelers
2023-10-30,CLT,Charlotte Douglas International Airport,15884.4,664780,9,Jet Bridge,General Travelers
2023-10-30,MIA,Miami International Airport,11889.46,628428,9,Digital Board,Frequent Flyers
2023-10-30,PHX,Phoenix Sky Harbor International Airport,13426.21,595813,7,Jet Bridge,General Travelers
2023-10-30,IAH,George Bush Intercontinental Airport,16794.8,996959,6,Concourse Wrap,Frequent Flyers
2023-10-30,BOS,Logan International Airport,20258.52,1249783,4,Jet Bridge,Traveling Moms
2023-10-30,MSP,Minneapolis–Saint Paul International Airport,15849.88,937526,11,Jet Bridge,Traveling Moms
2023-10-30,DTW,Detroit Metropolitan Airport,15105.49,681509,3,Digital Board,Frequent Flyers
2023-10-30,PHL,Philadelphia International Airport,15786.68,974095,6,Jet Bridge,Traveling Moms
2023-10-30,LGA,LaGuardia Airport,12177.97,585598,11,Concourse Wrap,General Travelers
2023-10-30,BWI,Baltimore/Washington International Airport,14096.82,817482,10,Baggage Claim Display,General Travelers
2023-11-06,ATL,Hartsfield–Jackson Atlanta International Airport,27410.98,1610697,4,Digital Board,Family Leisure Travelers
2023-11-06,LAX,Los Angeles International Airport,24097.6,1462731,10,Jet Bridge,Frequent Flyers
2023-11-06,ORD,Chicago O'Hare International Airport,31034.88,1853912,5,Concourse Wrap,Frequent Flyers
2023-11-06,DFW,Dallas/Fort Worth International Airport,21380.37,1230218,11,Digital Board,Traveling Moms
2023-11-06,DEN,Denver International Airport,24692.35,1128028,5,Concourse Wrap,General Travelers
2023-11-06,JFK,John F. Kennedy International Airport,24816.62,1341565,3,Concourse Wrap,Family Leisure Travelers
2023-11-06,SFO,San Francisco International Airport,25272.17,1297461,5,Jet Bridge,Frequent Flyers
2023-11-06,SEA,Seattle–Tacoma International Airport,19902.14,1122800,6,Digital Board,Family Leisure Travelers
2023-11-06,LAS,Harry Reid International Airport,22538.36,1351185,7,Digital Board,Traveling Moms
2023-11-06,MCO,Orlando International Airport,29413.19,1550524,6,Digital Board,General Travelers
2023-11-06,CLT,Charlotte Douglas International Airport,24960.77,1160895,5,Jet Bridge,Frequent Flyers
2023-11-06,MIA,Miami International Airport,17507.75,865855,8,Jet Bridge,Family Leisure Travelers
2023-11-06,PHX,Phoenix Sky Harbor International Airport,22074.86,1137164,6,Baggage Claim Display,Traveling Moms
2023-11-06,IAH,George Bush Intercontinental Airport,25799.48,1479192,3,Concourse Wrap,Frequent Flyers
2023-11-06,BOS,Logan International Airport,21125.63,1367396,8,Jet Bridge,Traveling Moms
2023-11-06,MSP,Minneapolis–Saint Paul International Airport,25957.58,1078137,9,Baggage Claim Display,Frequent Flyers
2023-11-06,DTW,Detroit Metropolitan Airport,26695.51,1124210,8,Jet Bridge,Traveling Moms
2023-11-06,PHL,Philadelphia International Airport,18450.84,1198699,7,Baggage Claim Display,General Travelers
2023-11-06,LGA,LaGuardia Airport,21824.81,1182112,11,Digital Board,General Travelers
2023-11-06,BWI,Baltimore/Washington International Airport,21569.06,1301122,4,Jet Bridge,Family Leisure Travelers
2023-11-13,ATL,Hartsfield–Jackson Atlanta International Airport,22860.16,964579,6,Digital Board,Traveling Moms
2023-11-13,LAX,Los Angeles International Airport,20685.08,1236735,3,Baggage Claim Display,Traveling Moms
2023-11-13,ORD,Chicago O'Hare International Airport,22214.01,1164617,7,Concourse Wrap,Frequent Flyers
2023-11-13,DFW,Dallas/Fort Worth International Airport,29936.59,1654966,11,Digital Board,Frequent Flyers
2023-11-13,DEN,Denver International Airport,23546.38,1055116,8,Digital Board,Family Leisure Travelers
2023-11-13,JFK,John F. Kennedy International Airport,21172.87,922901,9,Digital Board,Family Leisure Travelers
2023-11-13,SFO,San Francisco International Airport,32133.38,1384290,7,Concourse Wrap,Traveling Moms
2023-11-13,SEA,Seattle–Tacoma International Airport,29502.59,1512849,9,Baggage Claim Display,Frequent Flyers
2023-11-13,LAS,Harry Reid International Airport,27493.3,1265716,4,Digital Board,General Travelers
2023-11-13,MCO,Orlando International Airport,24743.45,1201880,11,Jet Bridge,Family Leisure Travelers
2023-11-13,CLT,Charlotte Douglas International Airport,15810.17,866651,11,Baggage Claim Display,Family Leisure Travelers
2023-11-13,MIA,Miami International Airport,18230.28,938757,4,Concourse Wrap,Frequent Flyers
2023-11-13,PHX,Phoenix Sky Harbor International Airport,27224.06,1292108,6,Baggage Claim Display,General Travelers
2023-11-13,IAH,George Bush Intercontinental Airport,28731.11,1233642,7,Digital Board,General Travelers
2023-11-13,BOS,Logan International Airport,26901.06,1383906,7,Jet Bridge,Frequent Flyers
2023-11-13,MSP,Minneapolis–Saint Paul International Airport,25228.47,1253669,7,Concourse Wrap,General Travelers
2023-11-13,DTW,Detroit Metropolitan Airport,22842.74,1343433,10,Baggage Claim Display,Frequent Flyers
2023-11-13,PHL,Philadelphia International Airport,25543.37,1630307,7,Baggage Claim Display,Family Leisure Travelers
2023-11-13,LGA,LaGuardia Airport,27163.12,1245549,7,Jet Bridge,General Travelers
2023-11-13,BWI,Baltimore/Washington International Airport,26313.39,1399067,4,Baggage Claim Display,Frequent Flyers
2023-11-20,ATL,Hartsfield–Jackson Atlanta International Airport,27561.89,1143993,5,Jet Bridge,Frequent Flyers
2023-11-20,LAX,Los Angeles International Airport,28246.54,1727940,7,Digital Board,Frequent Flyers
2023-11-20,ORD,Chicago O'Hare International Airport,24999.01,1462224,5,Digital Board,Family Leisure Travelers
2023-11-20,DFW,Dallas/Fort Worth International Airport,18090.09,1055701,10,Concourse Wrap,General Travelers
2023-11-20,DEN,Denver International Airport,21116.11,1290696,9,Digital Board,Frequent Flyers
2023-11-20,JFK,John F. Kennedy International Airport,27427.38,1512398,9,Concourse Wrap,General Travelers
2023-11-20,SFO,San Francisco International Airport,21227.94,1262670,10,Jet Bridge,Traveling Moms
2023-11-20,SEA,Seattle–Tacoma International Airport,30754.32,1458176,10,Concourse Wrap,General Travelers
2023-11-20,LAS,Harry Reid International Airport,31667.7,1995068,10,Digital Board,General Travelers
2023-11-20,MCO,Orlando International Airport,21798.58,1314689,6,Concourse Wrap,General Travelers
2023-11-20,CLT,Charlotte Douglas International Airport,23091.93,992245,6,Digital Board,Frequent Flyers
2023-11-20,MIA,Miami International Airport,24443.32,1044994,11,Concourse Wrap,General Travelers
2023-11-20,PHX,Phoenix Sky Harbor International Airport,30925.22,1782828,11,Baggage Claim Display,Traveling Moms
2023-11-20,IAH,George Bush Intercontinental Airport,20392.05,850488,9,Concourse Wrap,General Travelers
2023-11-20,BOS,Logan International Airport,21085.9,958701,7,Concourse Wrap,Family Leisure Travelers
2023-11-20,MSP,Minneapolis–Saint Paul International Airport,17066.34,799293,11,Digital Board,Family Leisure Travelers
2023-11-20,DTW,Detroit Metropolitan Airport,20220.84,892532,5,Digital Board,Family Leisure Travelers
2023-11-20,PHL,Philadelphia International Airport,18484.48,864031,9,Baggage Claim Display,General Travelers
2023-11-20,LGA,LaGuardia Airport,24939.85,1408291,4,Baggage Claim Display,General Travelers
2023-11-20,BWI,Baltimore/Washington International Airport,27190.74,1389545,6,Jet Bridge,Frequent Flyers
2023-11-27,ATL,Hartsfield–Jackson Atlanta International Airport,24865.68,1044009,10,Concourse Wrap,Frequent Flyers
2023-11-27,LAX,Los Angeles International Airport,23066.32,1413187,6,Baggage Claim Display,General Travelers
2023-11-27,ORD,Chicago O'Hare International Airport,28124.0,1601503,5,Jet Bridge,Traveling Moms
2023-11-27,DFW,Dallas/Fort Worth International Airport,20412.32,868238,6,Baggage Claim Display,Family Leisure Travelers
2023-11-27,DEN,Denver International Airport,22634.82,1360286,3,Jet Bridge,General Travelers
2023-11-27,JFK,John F. Kennedy International Airport,28579.29,1347097,9,Concourse Wrap,Frequent Flyers
2023-11-27,SFO,San Francisco International Airport,22966.86,1020777,7,Digital Board,Frequent Flyers
2023-11-27,SEA,Seattle–Tacoma International Airport,23197.76,1458351,6,Concourse Wrap,General Travelers
2023-11-27,LAS,Harry Reid International Airport,29845.77,1794540,6,Digital Board,Frequent Flyers
2023-11-27,MCO,Orlando International Airport,30669.8,1842727,7,Jet Bridge,Traveling Moms
2023-11-27,CLT,Charlotte Douglas International Airport,20677.42,1072443,8,Baggage Claim Display,Family Leisure Travelers
2023-11-27,MIA,Miami International Airport,24613.82,1579631,6,Baggage Claim Display,Frequent Flyers
2023-11-27,PHX,Phoenix Sky Harbor International Airport,20341.67,1149384,6,Jet Bridge,General Travelers
2023-11-27,IAH,George Bush Intercontinental Airport,19031.86,948354,10,Digital Board,Frequent Flyers
2023-11-27,BOS,Logan International Airport,19715.12,929100,10,Jet Bridge,Frequent Flyers
2023-11-27,MSP,Minneapolis–Saint Paul International Airport,24456.4,1471438,10,Digital Board,Frequent Flyers
2023-11-27,DTW,Detroit Metropolitan Airport,25677.86,1333501,5,Baggage Claim Display,Traveling Moms
2023-11-27,PHL,Philadelphia International Airport,26214.03,1260967,10,Concourse Wrap,Family Leisure Travelers
2023-11-27,LGA,LaGuardia Airport,24452.28,1215628,11,Digital Board,Traveling Moms
2023-11-27,BWI,Baltimore/Washington International Airport,27035.65,1139303,6,Concourse Wrap,General Travelers
2023-12-04,ATL,Hartsfield–Jackson Atlanta International Airport,29310.65,1841913,5,Digital Board,Family Leisure Travelers
2023-12-04,LAX,Los Angeles International Airport,23947.16,1340564,6,Jet Bridge,Frequent Flyers
2023-12-04,ORD,Chicago O'Hare International Airport,34826.63,2150414,9,Baggage Claim Display,Frequent Flyers
2023-12-04,DFW,Dallas/Fort Worth International Airport,21559.38,898275,9,Jet Bridge,Traveling Moms
2023-12-04,DEN,Denver International Airport,25324.77,1080667,6,Jet Bridge,General Travelers
2023-12-04,JFK,John F. Kennedy International Airport,24478.92,1313937,10,Concourse Wrap,General Travelers
2023-12-04,SFO,San Francisco International Airport,25221.91,1178921,9,Jet Bridge,Frequent Flyers
2023-12-04,SEA,Seattle–Tacoma International Airport,22718.35,1053844,3,Jet Bridge,Frequent Flyers
2023-12-04,LAS,Harry Reid International Airport,29867.92,1938308,9,Baggage Claim Display,Frequent Flyers
2023-12-04,MCO,Orlando International Airport,18909.93,947626,4,Baggage Claim Display,Traveling Moms
2023-12-04,CLT,Charlotte Douglas International Airport,23088.62,957579,4,Baggage Claim Display,General Travelers
2023-12-04,MIA,Miami International Airport,25827.07,1460980,9,Digital Board,Frequent Flyers
2023-12-04,PHX,Phoenix Sky Harbor International Airport,29277.09,1598333,4,Digital Board,General Travelers
2023-12-04,IAH,George Bush Intercontinental Airport,19331.15,1057572,7,Concourse Wrap,General Travelers
2023-12-04,BOS,Logan International Airport,32731.2,1558670,3,Baggage Claim Display,Family Leisure Travelers
2023-12-04,MSP,Minneapolis–Saint Paul International Airport,26114.55,1554124,9,Concourse Wrap,Traveling Moms
2023-12-04,DTW,Detroit Metropolitan Airport,29226.68,1891498,11,Digital Board,General Travelers
2023-12-04,PHL,Philadelphia International Airport,26492.7,1276109,11,Digital Board,Family Leisure Travelers
2023-12-04,LGA,LaGuardia Airport,19373.61,985061,8,Baggage Claim Display,Family Leisure Travelers
2023-12-04,BWI,Baltimore/Washington International Airport,19660.76,1072992,7,Jet Bridge,General Travelers
2023-12-11,ATL,Hartsfield–Jackson Atlanta International Airport,30994.52,1542569,3,Digital Board,Family Leisure Travelers
2023-12-11,LAX,Los Angeles International Airport,34103.65,1683394,11,Jet Bridge,General Travelers
2023-12-11,ORD,Chicago O'Hare International Airport,25952.83,1601632,4,Concourse Wrap,Frequent Flyers
2023-12-11,DFW,Dallas/Fort Worth International Airport,28055.72,1180420,10,Concourse Wrap,General Travelers
2023-12-11,DEN,Denver International Airport,25843.97,1081388,11,Baggage Claim Display,Traveling Moms
2023-12-11,JFK,John F. Kennedy International Airport,20919.59,1286697,5,Baggage Claim Display,Traveling Moms
2023-12-11,SFO,San Francisco International Airport,26270.42,1311011,8,Jet Bridge,Traveling Moms
2023-12-11,SEA,Seattle–Tacoma International Airport,24166.15,1045206,9,Jet Bridge,Frequent Flyers
2023-12-11,LAS,Harry Reid International Airport,31549.03,1921134,3,Jet Bridge,Family Leisure Travelers
2023-12-11,MCO,Orlando International Airport,33995.3,1443375,6,Digital Board,Traveling Moms
2023-12-11,CLT,Charlotte Douglas International Airport,24931.34,1114178,8,Baggage Claim Display,Frequent Flyers
2023-12-11,MIA,Miami International Airport,21754.64,1130642,3,Digital Board,Frequent Flyers
2023-12-11,PHX,Phoenix Sky Harbor International Airport,25179.22,1301139,5,Jet Bridge,Family Leisure Travelers
2023-12-11,IAH,George Bush Intercontinental Airport,23590.78,1200469,6,Digital Board,Family Leisure Travelers
2023-12-11,BOS,Logan International Airport,33695.75,1965705,3,Baggage Claim Display,General Travelers
2023-12-11,MSP,Minneapolis–Saint Paul International Airport,25387.78,1578640,8,Baggage Claim Display,Family Leisure Travelers
2023-12-11,DTW,Detroit Metropolitan Airport,24852.63,1186960,6,Baggage Claim Display,Family Leisure Travelers
2023-12-11,PHL,Philadelphia International Airport,28156.29,1488934,6,Jet Bridge,Frequent Flyers
2023-12-11,LGA,LaGuardia Airport,26678.35,1385639,7,Jet Bridge,Traveling Moms
2023-12-11,BWI,Baltimore/Washington International Airport,23535.94,1491022,5,Concourse Wrap,Family Leisure Travelers
2023-12-18,ATL,Hartsfield–Jackson Atlanta International Airport,31119.14,1821408,5,Digital Board,Frequent Flyers
2023-12-18,LAX,Los Angeles International Airport,30626.28,1385096,3,Digital Board,Family Leisure Travelers
2023-12-18,ORD,Chicago O'Hare International Airport,30107.06,1336405,6,Jet Bridge,Family Leisure Travelers
2023-12-18,DFW,Dallas/Fort Worth International Airport,30739.22,1535819,11,Concourse Wrap,Family Leisure Travelers
2023-12-18,DEN,Denver International Airport,35353.63,2231622,9,Concourse Wrap,Traveling Moms
2023-12-18,JFK,John F. Kennedy International Airport,30473.9,1858869,3,Baggage Claim Display,Frequent Flyers
2023-12-18,SFO,San Francisco International Airport,21638.34,1402935,7,Concourse Wrap,Traveling Moms
2023-12-18,SEA,Seattle–Tacoma International Airport,26154.18,1585441,5,Digital Board,Frequent Flyers
2023-12-18,LAS,Harry Reid International Airport,28695.77,1527481,11,Concourse Wrap,Family Leisure Travelers
2023-12-18,MCO,Orlando International Airport,31027.89,1747183,10,Digital Board,Traveling Moms
2023-12-18,CLT,Charlotte Douglas International Airport,21695.69,874238,7,Concourse Wrap,Traveling Moms
2023-12-18,MIA,Miami International Airport,24852.66,1466890,5,Digital Board,Frequent Flyers
2023-12-18,PHX,Phoenix Sky Harbor International Airport,32015.26,1865478,3,Concourse Wrap,General Travelers
2023-12-18,IAH,George Bush Intercontinental Airport,23793.39,1120234,4,Jet Bridge,Frequent Flyers
2023-12-18,BOS,Logan International Airport,31088.85,1570101,8,Digital Board,Frequent Flyers
2023-12-18,MSP,Minneapolis–Saint Paul International Airport,28052.86,1172470,3,Concourse Wrap,Traveling Moms
2023-12-18,DTW,Detroit Metropolitan Airport,32156.7,1297932,3,Concourse Wrap,Frequent Flyers
2023-12-18,PHL,Philadelphia International Airport,19176.83,1014752,3,Baggage Claim Display,Traveling Moms
2023-12-18,LGA,LaGuardia Airport,23079.5,928890,4,Baggage Claim Display,General Travelers
2023-12-18,BWI,Baltimore/Washington International Airport,28232.15,1605605,4,Jet Bridge,Traveling Moms
2023-12-25,ATL,Hartsfield–Jackson Atlanta International Airport,34165.02,2156742,4,Baggage Claim Display,General Travelers
2023-12-25,LAX,Los Angeles International Airport,19711.99,1063745,9,Baggage Claim Display,Family Leisure Travelers
2023-12-25,ORD,Chicago O'Hare International Airport,22330.04,914951,7,Baggage Claim Display,Traveling Moms
2023-12-25,DFW,Dallas/Fort Worth International Airport,22470.52,1086195,5,Concourse Wrap,Family Leisure Travelers
2023-12-25,DEN,Denver International Airport,30139.86,1306797,6,Concourse Wrap,General Travelers
2023-12-25,JFK,John F. Kennedy International Airport,24220.29,1238837,9,Digital Board,Frequent Flyers
2023-12-25,SFO,San Francisco International Airport,21746.93,901706,3,Jet Bridge,Frequent Flyers
2023-12-25,SEA,Seattle–Tacoma International Airport,27503.2,1375221,10,Jet Bridge,Family Leisure Travelers
2023-12-25,LAS,Harry Reid International Airport,18838.61,842848,11,Digital Board,General Travelers
2023-12-25,MCO,Orlando International Airport,25388.87,1421251,11,Concourse Wrap,Frequent Flyers
2023-12-25,CLT,Charlotte Douglas International Airport,24991.44,1081851,11,Digital Board,Traveling Moms
2023-12-25,MIA,Miami International Airport,29979.81,1687572,9,Jet Bridge,General Travelers
2023-12-25,PHX,Phoenix Sky Harbor International Airport,24444.09,1253048,9,Jet Bridge,Traveling Moms
2023-12-25,IAH,George Bush Intercontinental Airport,26989.27,1239663,4,Jet Bridge,Frequent Flyers
2023-12-25,BOS,Logan International Airport,25621.26,1431925,9,Baggage Claim Display,Frequent Flyers
2023-12-25,MSP,Minneapolis–Saint Paul International Airport,27918.93,1742653,10,Jet Bridge,Family Leisure Travelers
2023-12-25,DTW,Detroit Metropolitan Airport,30871.0,1870445,4,Jet Bridge,Family Leisure Travelers
2023-12-25,PHL,Philadelphia International Airport,28323.29,1520631,5,Jet Bridge,Family Leisure Travelers
2023-12-25,LGA,LaGuardia Airport,25252.99,1147272,7,Concourse Wrap,General Travelers
2023-12-25,BWI,Baltimore/Washington International Airport,32277.03,1454014,3,Digital Board,Family Leisure Travelers
2024-01-01,ATL,Hartsfield–Jackson Atlanta International Airport,12034.0,565271,5,Baggage Claim Display,Traveling Moms
2024-01-01,LAX,Los Angeles International Airport,15966.57,930807,8,Baggage Claim Display,Frequent Flyers
2024-01-01,ORD,Chicago O'Hare International Airport,13352.08,849135,10,Jet Bridge,General Travelers
2024-01-01,DFW,Dallas/Fort Worth International Airport,15930.07,1025636,6,Jet Bridge,Frequent Flyers
2024-01-01,DEN,Denver International Airport,13169.16,702004,8,Jet Bridge,General Travelers
2024-01-01,JFK,John F. Kennedy International Airport,15293.51,705272,11,Baggage Claim Display,Frequent Flyers
2024-01-01,SFO,San Francisco International Airport,13378.87,599508,11,Digital Board,Family Leisure Travelers
2024-01-01,SEA,Seattle–Tacoma International Airport,18430.07,1028652,5,Baggage Claim Display,Traveling Moms
2024-01-01,LAS,Harry Reid International Airport,17829.46,1024693,5,Jet Bridge,Traveling Moms
2024-01-01,MCO,Orlando International Airport,11414.13,489394,6,Concourse Wrap,Traveling Moms
2024-01-01,CLT,Charlotte Douglas International Airport,13240.37,732658,9,Baggage Claim Display,General Travelers
2024-01-01,MIA,Miami International Airport,16620.34,840313,5,Digital Board,Traveling Moms
2024-01-01,PHX,Phoenix Sky Harbor International Airport,17418.11,939039,6,Baggage Claim Display,Frequent Flyers
2024-01-01,IAH,George Bush Intercontinental Airport,15199.28,645863,5,Digital Board,General Travelers
2024-01-01,BOS,Logan International Airport,16035.45,716605,4,Concourse Wrap,Family Leisure Travelers
2024-01-01,MSP,Minneapolis–Saint Paul International Airport,14519.58,794873,11,Concourse Wrap,Family Leisure Travelers
2024-01-01,DTW,Detroit Metropolitan Airport,18851.7,1065632,10,Jet Bridge,General Travelers
2024-01-01,PHL,Philadelphia International Airport,12939.98,750815,6,Baggage Claim Display,General Travelers
2024-01-01,LGA,LaGuardia Airport,16831.72,944034,5,Jet Bridge,General Travelers
2024-01-01,BWI,Baltimore/Washington International Airport,16961.3,712360,3,Baggage Claim Display,Family Leisure Travelers
2024-01-08,ATL,Hartsfield–Jackson Atlanta International Airport,20337.9,1069058,6,Concourse Wrap,Traveling Moms
2024-01-08,LAX,Los Angeles International Airport,13979.43,643284,9,Concourse Wrap,Family Leisure Travelers
2024-01-08,ORD,Chicago O'Hare International Airport,13862.53,900638,9,Jet Bridge,General Travelers
2024-01-08,DFW,Dallas/Fort Worth International Airport,12696.41,622564,7,Digital Board,Frequent Flyers
2024-01-08,DEN,Denver International Airport,15845.68,915648,6,Digital Board,Traveling Moms
2024-01-08,JFK,John F. Kennedy International Airport,22011.73,954749,3,Digital Board,General Travelers
2024-01-08,SFO,San Francisco International Airport,16629.79,942598,5,Digital Board,Frequent Flyers
2024-01-08,SEA,Seattle–Tacoma International Airport,14190.81,629971,10,Concourse Wrap,Family Leisure Travelers
2024-01-08,LAS,Harry Reid International Airport,12548.3,673781,10,Digital Board,General Travelers
2024-01-08,MCO,Orlando International Airport,15645.12,832430,10,Digital Board,Traveling Moms
2024-01-08,CLT,Charlotte Douglas International Airport,15974.56,848312,8,Digital Board,General Travelers
2024-01-08,MIA,Miami International Airport,20095.13,1290324,9,Digital Board,Frequent Flyers
2024-01-08,PHX,Phoenix Sky Harbor International Airport,15755.86,1004849,3,Jet Bridge,Traveling Moms
2024-01-08,IAH,George Bush Intercontinental Airport,12214.58,753004,11,Jet Bridge,Family Leisure Travelers
2024-01-08,BOS,Logan International Airport,14901.21,723158,4,Baggage Claim Display,Frequent Flyers
2024-01-08,MSP,Minneapolis–Saint Paul International Airport,15403.25,951464,10,Jet Bridge,Traveling Moms
2024-01-08,DTW,Detroit Metropolitan Airport,14309.7,761610,10,Baggage Claim Display,Frequent Flyers
2024-01-08,PHL,Philadelphia International Airport,12612.88,749952,8,Baggage Claim Display,General Travelers
2024-01-08,LGA,LaGuardia Airport,19189.15,1079504,3,Digital Board,General Travelers
2024-01-08,BWI,Baltimore/Washington International Airport,17978.11,727201,10,Digital Board,Frequent Flyers
2024-01-15,ATL,Hartsfield–Jackson Atlanta International Airport,16968.4,1052673,11,Digital Board,General Travelers
2024-01-15,LAX,Los Angeles International Airport,17057.63,783511,4,Baggage Claim Display,Traveling Moms
2024-01-15,ORD,Chicago O'Hare International Airport,14651.32,670423,6,Digital Board,Frequent Flyers
2024-01-15,DFW,Dallas/Fort Worth International Airport,19865.19,796176,3,Concourse Wrap,Frequent Flyers
2024-01-15,DEN,Denver International Airport,14922.15,629561,6,Baggage Claim Display,Frequent Flyers
2024-01-15,JFK,John F. Kennedy International Airport,18132.08,1023720,10,Digital Board,General Travelers
2024-01-15,SFO,San Francisco International Airport,21964.45,1217276,3,Digital Board,General Travelers
2024-01-15,SEA,Seattle–Tacoma International Airport,14385.21,819009,8,Jet Bridge,Traveling Moms
2024-01-15,LAS,Harry Reid International Airport,15413.38,647958,5,Baggage Claim Display,General Travelers
2024-01-15,MCO,Orlando International Airport,18321.82,1170560,5,Concourse Wrap,Traveling Moms
2024-01-15,CLT,Charlotte Douglas International Airport,15156.51,699422,7,Jet Bridge,Frequent Flyers
2024-01-15,MIA,Miami International Airport,12456.03,713628,6,Digital Board,Traveling Moms
2024-01-15,PHX,Phoenix Sky Harbor International Airport,14508.74,810549,7,Baggage Claim Display,Family Leisure Travelers
2024-01-15,IAH,George Bush Intercontinental Airport,14525.67,848923,8,Baggage Claim Display,Frequent Flyers
2024-01-15,BOS,Logan International Airport,15132.61,937689,7,Baggage Claim Display,Frequent Flyers
2024-01-15,MSP,Minneapolis–Saint Paul International Airport,12794.8,585341,11,Concourse Wrap,Family Leisure Travelers
