date,channel,campaign_name,campaign_id,dma_name,state,spend_usd,impressions,clicks,video_views,video_25pct,video_50pct,video_75pct,video_completes,optimization_goal,age_target,audience_segment,spend_currency
2023-04-13,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,122.44,8390,209,3921,3346,2026,1314,1089,Traffic,18-24,Suburban Moms,USD
2023-08-09,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,354.45,19897,545,8185,4994,3738,2795,1716,Video Views,13-17,Moms & Daughters,USD
2023-08-10,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,170.92,7089,215,3182,1939,1340,968,696,Traffic,35-44,Teen Daughters,USD
2024-04-15,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,186.45,12090,464,5328,4238,3481,2620,2328,Conversions,35-44,Suburban Moms,USD
2023-06-19,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,169.25,7443,213,2630,1821,1290,1069,725,Conversions,25-34,Teen Daughters,USD
2023-03-05,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,216.66,12379,178,4934,3286,2809,2388,1633,Traffic,13-17,Teen Daughters,USD
2024-04-27,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,202.3,10601,196,4746,3144,2560,2006,1645,Conversions,25-34,Suburban Moms,USD
2024-04-23,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,77.94,4182,125,1410,1007,758,620,472,Traffic,35-44,Teen Daughters,USD
2024-03-24,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,56.99,3110,75,1753,1517,1034,850,549,Traffic,18-24,Moms & Daughters,USD
2023-11-20,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,626.62,31937,633,18559,13022,8015,4899,3310,Traffic,35-44,Teen Daughters,USD
2024-03-29,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,359.35,18272,651,8648,6655,5109,4309,3601,Traffic,13-17,Suburban Moms,USD
2023-10-16,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,450.62,29962,484,17232,14970,9963,7988,5315,Traffic,13-17,Teen Daughters,USD
2023-02-18,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,681.39,35417,1045,11233,8197,5398,3301,2020,Conversions,18-24,Teen Daughters,USD
2023-12-22,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,66.22,3229,103,1289,1050,750,541,427,Video Views,18-24,Suburban Moms,USD
2024-05-03,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,79.82,4345,79,2278,1395,885,695,435,Video Views,25-34,Suburban Moms,USD
2023-03-19,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,233.93,12366,410,4847,4262,3819,2733,1830,Traffic,25-34,Teen Daughters,USD
2024-05-22,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,333.62,19985,594,8077,6133,4613,3368,2312,Video Views,13-17,Moms & Daughters,USD
2023-08-08,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,366.88,20924,268,11060,7834,6601,5311,4819,Traffic,35-44,Moms & Daughters,USD
2024-03-12,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,222.46,15542,400,5795,5002,3190,2091,1808,Video Views,13-17,Suburban Moms,USD
2023-07-18,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,668.27,31576,378,11578,9166,6314,5382,4390,Traffic,18-24,Moms & Daughters,USD
2023-12-20,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,373.52,19118,296,9744,8080,6805,4120,3582,Conversions,18-24,Suburban Moms,USD
2023-12-11,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,153.25,6775,189,2924,2180,1826,1420,1128,Video Views,18-24,Teen Daughters,USD
2023-05-24,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,376.09,15580,291,6741,4592,3954,3516,3058,Conversions,18-24,Teen Daughters,USD
2023-03-12,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,385.14,23360,804,9501,6399,4077,2668,2499,Traffic,35-44,Teen Daughters,USD
2023-06-24,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,351.46,19741,487,7558,6447,5683,3771,3328,Video Views,25-34,Moms & Daughters,USD
2023-03-19,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,216.43,12719,336,4050,3041,2154,1795,1586,Video Views,35-44,Moms & Daughters,USD
2023-08-03,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,628.89,31560,783,13939,12468,9710,7021,4913,Traffic,13-17,Moms & Daughters,USD
2023-08-31,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,180.89,12482,452,6876,4524,3083,2578,2205,Conversions,13-17,Teen Daughters,USD
2024-01-08,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,44.93,1980,60,886,741,650,521,478,Conversions,13-17,Moms & Daughters,USD
2023-07-15,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,312.0,20266,662,11786,8722,6580,5068,4009,Conversions,18-24,Teen Daughters,USD
2024-04-17,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,183.93,11888,162,4740,3575,3092,2285,1627,Video Views,35-44,Suburban Moms,USD
2024-04-24,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,347.72,19276,525,9255,7479,5149,3382,2655,Traffic,13-17,Suburban Moms,USD
2023-10-27,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,246.61,10888,382,4281,3639,2791,2124,1722,Conversions,35-44,Suburban Moms,USD
2024-04-29,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,265.69,14261,422,4887,3514,2671,1868,1490,Conversions,25-34,Teen Daughters,USD
2023-07-29,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,463.84,20157,613,7319,4827,2960,2103,1918,Video Views,13-17,Moms & Daughters,USD
2023-11-29,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,1262.99,54259,1632,18115,11191,9214,6831,4159,Conversions,35-44,Suburban Moms,USD
2023-01-10,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,221.86,11828,290,3955,2879,1897,1636,1273,Video Views,18-24,Teen Daughters,USD
2024-06-26,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,138.19,6399,80,3042,2487,1862,1423,1003,Video Views,18-24,Moms & Daughters,USD
2023-08-27,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,169.99,11304,169,6159,5169,4523,2778,2412,Video Views,35-44,Moms & Daughters,USD
2023-11-26,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,952.83,53816,921,17548,11295,7310,5789,3993,Video Views,35-44,Teen Daughters,USD
2023-07-05,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,432.05,25344,422,8581,5572,3378,2787,2461,Video Views,25-34,Moms & Daughters,USD
2023-02-17,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,331.69,14992,449,7055,5563,4952,3564,2407,Video Views,13-17,Moms & Daughters,USD
2023-05-02,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,650.96,36395,1003,19285,12267,7623,5996,5643,Conversions,25-34,Suburban Moms,USD
2023-06-16,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,445.56,18905,530,9425,7301,5453,3620,2854,Conversions,13-17,Moms & Daughters,USD
2023-10-18,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,330.04,17848,263,9892,8590,5419,4595,3177,Video Views,35-44,Suburban Moms,USD
2023-10-06,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,164.64,11071,387,6001,5349,3328,2059,1548,Conversions,35-44,Teen Daughters,USD
2024-06-06,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,201.69,9934,311,5101,3450,2496,1621,1445,Traffic,35-44,Teen Daughters,USD
2024-03-15,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,328.16,15395,306,8042,5549,4372,3510,3292,Traffic,13-17,Suburban Moms,USD
2023-01-27,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,81.54,5579,142,3129,2130,1669,1383,1033,Traffic,13-17,Teen Daughters,USD
2024-01-18,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,496.97,20755,796,7738,5107,3673,2905,2321,Video Views,18-24,Suburban Moms,USD
2024-02-26,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,294.68,18544,635,10350,7767,6888,4742,4157,Conversions,25-34,Teen Daughters,USD
2024-04-24,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,255.06,10289,326,6095,3999,2614,1666,1247,Video Views,25-34,Suburban Moms,USD
2024-06-13,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,308.8,19696,276,10343,6538,4895,3359,2781,Traffic,35-44,Suburban Moms,USD
2023-10-27,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,257.88,11166,307,4762,3513,2740,1760,1203,Conversions,18-24,Teen Daughters,USD
2023-04-02,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,236.21,12186,436,4232,3678,2771,1875,1344,Video Views,13-17,Teen Daughters,USD
2024-05-14,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,152.65,9770,126,5185,3423,2961,2130,1790,Traffic,18-24,Moms & Daughters,USD
2024-02-04,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,531.2,31196,1233,11599,9475,8509,7502,5431,Conversions,13-17,Teen Daughters,USD
2023-02-09,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,351.81,21744,551,12801,10705,8302,6484,4296,Conversions,35-44,Moms & Daughters,USD
2024-02-18,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,360.05,14921,525,6937,4341,2704,1737,1071,Conversions,25-34,Teen Daughters,USD
2023-09-21,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,118.33,6728,159,2400,1444,1006,725,555,Traffic,25-34,Teen Daughters,USD
2023-12-26,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,121.26,6797,140,3914,3419,2842,1723,1543,Conversions,25-34,Moms & Daughters,USD
2024-01-30,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,407.62,26138,355,12911,10967,7260,4649,2895,Conversions,25-34,Teen Daughters,USD
2023-11-28,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,470.25,24797,423,10261,7026,5583,4533,2939,Traffic,13-17,Suburban Moms,USD
2023-07-14,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,279.92,16372,612,8992,7139,5942,4685,3747,Video Views,25-34,Suburban Moms,USD
2024-06-23,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,303.37,13753,549,6289,5021,3776,3015,2292,Traffic,18-24,Suburban Moms,USD
2023-06-05,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,416.93,23123,562,9080,6630,4740,4194,2617,Traffic,18-24,Moms & Daughters,USD
2024-01-12,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,437.98,21963,264,12951,8652,7466,5829,4374,Conversions,13-17,Suburban Moms,USD
2023-09-09,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,282.92,12575,192,6366,4765,2904,2556,2151,Video Views,13-17,Suburban Moms,USD
2023-08-18,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,298.72,12394,159,4332,3494,2217,1448,1343,Conversions,35-44,Suburban Moms,USD
2023-09-14,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,253.47,12783,447,3996,3546,3035,2254,1473,Traffic,18-24,Teen Daughters,USD
2023-10-03,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,150.7,9133,225,4725,2924,2626,1957,1562,Traffic,18-24,Moms & Daughters,USD
2024-05-05,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,271.97,17825,469,9107,7365,4594,2762,2473,Video Views,35-44,Moms & Daughters,USD
2024-03-29,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,282.17,14636,571,7886,5070,3394,2855,2171,Video Views,25-34,Suburban Moms,USD
2024-05-17,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,257.87,12679,352,6413,5132,3470,2962,2252,Traffic,13-17,Moms & Daughters,USD
2023-05-23,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,281.5,14598,398,4396,3607,3077,1888,1396,Traffic,25-34,Teen Daughters,USD
2024-05-20,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,126.62,8837,268,4569,2990,2527,2060,1572,Video Views,25-34,Suburban Moms,USD
2023-12-05,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,922.06,54651,646,29872,23760,18738,12481,9256,Conversions,18-24,Suburban Moms,USD
2023-04-15,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,366.88,21676,765,8513,6583,4060,2721,1764,Traffic,13-17,Moms & Daughters,USD
2023-09-29,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,258.85,13530,439,5238,3166,1970,1727,1591,Traffic,35-44,Moms & Daughters,USD
2023-03-16,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,336.63,13912,437,7505,4576,2951,2470,2318,Conversions,35-44,Teen Daughters,USD
2023-07-05,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,153.72,7807,290,3998,3242,2418,1811,1549,Traffic,18-24,Moms & Daughters,USD
2024-02-27,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,41.75,2200,29,739,618,402,350,236,Video Views,13-17,Suburban Moms,USD
2023-07-17,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,529.15,34669,1046,12447,9048,7090,5240,4391,Conversions,13-17,Moms & Daughters,USD
2023-06-16,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,79.6,4571,136,1882,1163,906,778,609,Traffic,35-44,Moms & Daughters,USD
2024-02-04,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,345.32,19107,263,10027,8106,6069,4375,3646,Conversions,35-44,Moms & Daughters,USD
2023-08-20,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,654.64,35614,419,18131,13858,12077,7960,7444,Traffic,13-17,Teen Daughters,USD
2023-02-15,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,166.84,8311,314,4522,3167,2559,1899,1788,Video Views,18-24,Suburban Moms,USD
2023-07-07,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,338.78,15014,168,4788,4270,2656,1901,1667,Traffic,18-24,Moms & Daughters,USD
2024-04-22,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,627.11,29183,512,8976,7859,6193,5224,4206,Video Views,35-44,Teen Daughters,USD
2023-08-12,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,338.46,16038,552,7662,6171,3987,3256,2013,Video Views,13-17,Moms & Daughters,USD
2023-02-18,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,134.99,9301,338,3658,2461,1833,1460,1349,Video Views,25-34,Moms & Daughters,USD
2023-01-28,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,344.57,15963,436,8117,5450,4376,3450,2457,Traffic,25-34,Suburban Moms,USD
2023-07-29,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,1397.14,67630,2422,22514,13518,8656,7073,6196,Video Views,25-34,Teen Daughters,USD
2023-04-12,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,137.57,7484,245,4182,3157,2509,2059,1441,Video Views,13-17,Teen Daughters,USD
2024-01-19,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,306.17,21307,275,8597,5874,5275,4523,3882,Video Views,35-44,Teen Daughters,USD
2023-02-25,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,244.95,16979,445,6480,4591,3947,3165,2511,Conversions,25-34,Suburban Moms,USD
2023-08-06,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,347.93,16179,454,5878,4100,3622,3119,2348,Video Views,35-44,Teen Daughters,USD
2023-09-22,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,194.43,11813,414,4142,3085,2361,1820,1186,Conversions,35-44,Moms & Daughters,USD
2023-02-11,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,95.31,6492,95,2086,1327,1091,696,539,Video Views,35-44,Moms & Daughters,USD
2023-01-08,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,384.39,26651,419,14905,13099,7868,6877,6122,Conversions,35-44,Teen Daughters,USD
2023-01-28,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,265.99,17092,525,9735,7409,6272,4218,2638,Traffic,18-24,Suburban Moms,USD
2023-07-24,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,491.46,32288,619,15672,14094,11370,7977,4899,Traffic,13-17,Suburban Moms,USD
2023-04-19,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,295.03,20287,471,11775,9926,8149,5697,4269,Video Views,35-44,Moms & Daughters,USD
2024-04-19,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,415.53,20403,694,11680,9560,6708,5916,5095,Conversions,35-44,Teen Daughters,USD
2024-03-25,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,155.06,8886,332,3912,2512,1911,1686,1347,Video Views,25-34,Moms & Daughters,USD
2024-06-26,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,230.52,12659,273,4481,3715,2888,2048,1249,Traffic,18-24,Suburban Moms,USD
2023-10-07,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,281.34,13474,344,4750,3004,2566,1820,1545,Conversions,13-17,Moms & Daughters,USD
2023-07-13,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,384.06,17986,182,7932,5640,3461,2326,1998,Conversions,18-24,Moms & Daughters,USD
2024-05-26,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,401.5,16653,370,9633,8657,6461,5059,3649,Traffic,25-34,Moms & Daughters,USD
2023-05-19,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,426.4,19821,628,10119,6093,4532,3992,3770,Conversions,25-34,Moms & Daughters,USD
2023-02-20,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,345.11,23465,504,9828,6613,5516,3322,2116,Traffic,35-44,Suburban Moms,USD
2023-06-19,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,79.91,5379,191,2128,1503,1233,857,769,Video Views,25-34,Suburban Moms,USD
2024-05-09,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,91.82,5688,206,2582,1583,1288,1064,987,Video Views,13-17,Teen Daughters,USD
2023-09-22,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,357.23,17417,230,7501,4917,3208,2035,1522,Conversions,18-24,Moms & Daughters,USD
2023-08-13,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,72.15,3165,54,1009,900,591,466,298,Traffic,13-17,Suburban Moms,USD
2024-01-17,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,278.22,16475,467,6596,4954,4443,3598,2718,Traffic,25-34,Suburban Moms,USD
2023-10-01,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,245.05,16153,416,9016,5916,4531,3318,2365,Traffic,18-24,Moms & Daughters,USD
2023-06-12,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,136.57,6539,206,3465,2790,2130,1534,1448,Conversions,35-44,Teen Daughters,USD
2023-10-20,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,521.6,36196,458,19233,14144,12061,9953,7542,Conversions,35-44,Suburban Moms,USD
2023-03-13,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,306.95,12551,229,4901,4091,2607,1700,1385,Traffic,25-34,Teen Daughters,USD
2023-09-18,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,432.21,24596,761,8586,5603,4927,3548,2469,Video Views,25-34,Teen Daughters,USD
2023-12-19,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,99.34,6321,199,2266,1890,1271,936,652,Video Views,13-17,Teen Daughters,USD
2024-01-05,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,310.42,15467,508,4813,3006,2379,1737,1457,Video Views,18-24,Moms & Daughters,USD
2023-12-26,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,240.01,14392,574,7559,5495,4910,4287,3737,Traffic,18-24,Moms & Daughters,USD
2024-01-18,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,82.84,5695,159,3112,2721,1959,1311,1080,Video Views,18-24,Moms & Daughters,USD
2023-08-22,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,356.41,14582,236,7053,5192,4052,2535,2255,Conversions,35-44,Teen Daughters,USD
2023-07-02,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,824.31,55354,1286,20443,14288,10791,9538,8129,Video Views,35-44,Suburban Moms,USD
2023-12-03,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,243.13,9821,194,3450,2479,1498,1335,870,Traffic,13-17,Teen Daughters,USD
2023-09-24,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,655.97,43762,747,20246,13722,8804,5418,3902,Traffic,18-24,Moms & Daughters,USD
2023-04-15,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,163.42,9219,143,2860,2453,1783,1217,1133,Traffic,25-34,Teen Daughters,USD
2023-06-11,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,167.3,8565,294,2595,1798,1527,1315,1108,Traffic,18-24,Suburban Moms,USD
2023-09-07,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,1427.22,75912,766,38702,24110,15523,13003,9685,Traffic,25-34,Suburban Moms,USD
2024-03-31,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,243.49,15249,220,5191,3244,2019,1487,1002,Video Views,25-34,Teen Daughters,USD
2024-05-22,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,237.81,10597,392,4290,3832,3178,2715,1661,Traffic,35-44,Moms & Daughters,USD
2023-04-23,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,249.35,10097,105,4507,3128,2382,1670,1515,Video Views,18-24,Moms & Daughters,USD
2023-02-26,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,414.54,17872,357,7884,7090,5340,3235,2176,Traffic,13-17,Moms & Daughters,USD
2023-08-25,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,422.77,24931,725,9229,5827,3619,2789,1765,Conversions,18-24,Suburban Moms,USD
2024-02-25,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,289.72,13298,477,4526,3460,2106,1584,1426,Traffic,13-17,Teen Daughters,USD
2023-03-01,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,211.59,12954,253,7309,5220,4130,3241,2422,Conversions,25-34,Suburban Moms,USD
2023-11-03,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,157.59,7039,161,3599,3027,1837,1127,922,Traffic,13-17,Teen Daughters,USD
2024-03-02,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,197.82,10080,390,5749,3984,2620,1711,1492,Video Views,25-34,Teen Daughters,USD
2024-01-27,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,614.54,42054,915,20468,14991,11690,9556,7429,Traffic,13-17,Moms & Daughters,USD
2023-01-23,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,86.48,3562,86,1459,945,769,668,457,Video Views,18-24,Suburban Moms,USD
2023-07-09,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,360.5,17040,480,8578,5438,4632,3478,2330,Conversions,35-44,Moms & Daughters,USD
2023-07-25,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,257.82,17385,596,5294,3618,3162,2708,2092,Conversions,25-34,Suburban Moms,USD
2023-11-04,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,324.34,22534,715,10405,8057,6524,5712,3554,Conversions,18-24,Suburban Moms,USD
2023-03-31,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,23.57,1335,17,634,539,414,358,232,Traffic,13-17,Teen Daughters,USD
2023-03-09,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,189.12,11367,410,5335,3851,2353,1490,1232,Traffic,13-17,Suburban Moms,USD
2023-07-07,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,341.71,23067,850,13077,11136,7083,5599,4321,Traffic,25-34,Moms & Daughters,USD
2023-04-19,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,127.84,5419,159,3241,2003,1365,871,635,Traffic,35-44,Teen Daughters,USD
2023-06-15,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,357.29,23264,811,7022,5108,3200,2169,2013,Traffic,13-17,Moms & Daughters,USD
2023-09-06,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,396.0,18151,510,7892,4821,3800,2936,1807,Video Views,25-34,Teen Daughters,USD
2024-04-05,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,253.75,10369,336,3160,1994,1443,1233,985,Video Views,35-44,Teen Daughters,USD
2024-05-07,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,363.05,24917,989,10519,6522,5092,3160,2666,Video Views,35-44,Teen Daughters,USD
2023-08-05,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,199.03,8933,189,5138,3535,2752,2407,1867,Traffic,13-17,Suburban Moms,USD
2024-05-22,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,237.19,11242,431,6408,4878,4159,2974,2411,Video Views,25-34,Moms & Daughters,USD
2024-04-29,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,244.68,15574,327,5710,4273,3336,2507,1561,Conversions,18-24,Suburban Moms,USD
2024-01-27,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,237.02,15634,285,9315,5835,4371,3394,2562,Video Views,25-34,Moms & Daughters,USD
2024-03-20,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,151.62,10210,386,4832,3831,3312,2301,1594,Video Views,18-24,Suburban Moms,USD
2024-01-28,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,193.71,12859,237,5981,4043,2925,1964,1434,Traffic,25-34,Moms & Daughters,USD
2023-05-19,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,109.03,7214,89,3542,2696,1759,1180,922,Traffic,25-34,Teen Daughters,USD
2023-10-24,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,105.64,7286,125,3306,1997,1558,966,601,Conversions,25-34,Moms & Daughters,USD
2024-06-18,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,228.86,15970,315,7345,5716,3756,2469,2307,Traffic,25-34,Teen Daughters,USD
2024-05-09,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,383.87,22024,692,9949,6585,5558,4392,3069,Video Views,25-34,Moms & Daughters,USD
2023-12-27,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,26.13,1306,40,450,308,223,151,100,Traffic,18-24,Teen Daughters,USD
